dataset,prn,channel,loop_sequence,raw_sample_start,raw_sample_end,sample_count,selection_origin,delay_center_error_chips,doppler_center_error_hz,complex_tap_cosine,magnitude_spearman,prompt_magnitude_ratio,prompt_phase_error_rad,fitted_amplitude_real,fitted_amplitude_imag,native_taps_iq,reconstructed_taps_iq,gate_pass
OAKBAT.cleanStatic,27,1,4578,172890327,172895327,5000,temporal_extension,0.0,4.547473508864641e-12,0.9999999999997333,1.0,0.9999994173352891,-5.7922858713192156e-08,0.9999982116364958,-6.606450798333133e-07,"[[-625363.4375,206401.203125],[-721474.8125,189630.734375],[-914004.5625,180710.171875],[-1107212.25,225287.984375],[-1332288.75,238349.046875],[-1246186.25,246933.265625],[-1187222.75,126790.2734375],[-934360.1875,178232.734375],[-936584.6875,300560.59375]]","[[-625365.3125,206401.859375],[-721477.1875,189631.25],[-914005.75,180710.25],[-1107214.25,225287.515625],[-1332290.5,238348.53125],[-1246187.75,246932.71875],[-1187225.375,126789.40625],[-934362.5,178232.40625],[-936587.25,300560.21875]]",True
OAKBAT.cleanStatic,27,1,5229,176145331,176150331,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999997217,1.0,0.9999995042538177,-8.862815271846756e-09,0.9999994615968335,4.4590862801705554e-07,"[[615436.625,-9648.09765625],[718951.125,-98105.2890625],[860189.625,-114151.0390625],[982609.25,-176145.34375],[987689.25,-92643.5546875],[853855.5,21715.76953125],[570062.125,72144.7578125],[444318.15625,58300.36328125],[347298.78125,84695.0703125]]","[[615436.8125,-9648.4140625],[718951.0,-98105.953125],[860190.25,-114151.734375],[982610.125,-176145.921875],[987689.25,-92644.0078125],[853855.625,21715.55859375],[570062.125,72144.796875],[444319.375,58300.41015625],[347299.6875,84695.40625]]",True
OAKBAT.cleanStatic,27,1,5880,179400336,179405336,5000,temporal_extension,0.0,4.547473508864641e-12,0.9999999999999009,1.0,0.9999998661511093,-9.75809864579608e-08,0.9999981343090688,-8.90503886291357e-07,"[[-589122.9375,62582.75390625],[-864388.1875,107541.7734375],[-1104755.625,61088.5859375],[-1254182.375,-15692.1181640625],[-1276379.375,49827.25390625],[-1157073.375,137854.015625],[-1101586.875,136414.921875],[-926868.8125,46574.7578125],[-737239.9375,-426.502197265625]]","[[-589124.0,62582.265625],[-864389.9375,107541.0078125],[-1104757.625,61087.58203125],[-1254185.5,-15693.171875],[-1276381.625,49826.328125],[-1157076.25,137853.25],[-1101588.75,136414.15625],[-926870.0,46574.09375],[-737240.75,-427.09375]]",True
OAKBAT.cleanStatic,27,1,6531,182655340,182660340,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999994779,1.0,1.0000000234933897,-1.4445494906647788e-07,0.9999983635219178,6.441819085229413e-07,"[[522612.53125,-35010.34765625],[590155.4375,-40948.39453125],[707510.8125,-52541.40234375],[919393.4375,-129061.8125],[940010.3125,-155828.375],[865701.9375,-121667.21875],[786393.6875,24505.55859375],[674413.0625,31925.92578125],[631296.0625,80458.15625]]","[[522613.5,-35010.4140625],[590156.3125,-40948.453125],[707510.25,-52541.84765625],[919394.5625,-129062.59375],[940011.75,-155829.375],[865703.625,-121668.0625],[786396.25,24505.171875],[674414.6875,31925.4375],[631296.875,80457.6171875]]",True
OAKBAT.cleanStatic,27,1,7182,185910345,185915345,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999997746,1.0,0.9999996401525342,4.5287152647669525e-08,0.9999985507151279,7.863341735720962e-07,"[[709600.4375,-192339.78125],[974593.6875,-222789.71875],[1038817.625,-204757.59375],[1207851.25,-166117.90625],[1257985.0,-162603.515625],[1167239.5,-129100.4609375],[938543.5625,45615.359375],[698370.6875,83808.1796875],[584987.6875,34070.90625]]","[[709600.375,-192340.8125],[974594.375,-222790.65625],[1038818.75,-204758.75],[1207854.25,-166119.03125],[1257986.25,-162604.625],[1167241.125,-129101.6796875],[938544.875,45614.94140625],[698372.4375,83807.671875],[584988.375,34070.484375]]",True
OAKBAT.cleanStatic,27,1,7834,189170349,189175349,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999996402,1.0,1.0000001189254955,-2.2393103852880143e-07,0.9999981297017325,5.729735292729341e-07,"[[-426328.09375,12915.0244140625],[-672433.25,-44551.00390625],[-810728.125,-23683.513671875],[-986473.0,-72687.5703125],[-1092025.875,59338.59765625],[-1028340.0,48174.48828125],[-882133.5,4933.72119140625],[-650989.625,38056.38671875],[-462099.34375,43518.63671875]]","[[-426328.625,12915.234375],[-672434.25,-44550.73046875],[-810730.8125,-23683.2421875],[-986475.25,-72687.09375],[-1092028.0,59339.5859375],[-1028342.0,48174.984375],[-882134.75,4934.09765625],[-650989.3125,38056.83203125],[-462100.375,43519.1328125]]",True
OAKBAT.cleanStatic,27,1,8485,192425354,192430354,5000,temporal_extension,0.0,4.547473508864641e-12,0.9999999999998878,1.0,0.9999997181034038,-8.599797741296366e-08,0.9999987942003981,4.4092993382390046e-07,"[[-671977.5,268250.3125],[-839455.5,201312.90625],[-994568.25,168573.015625],[-1157159.125,154988.9375],[-1209721.25,223305.5625],[-1160076.375,252380.484375],[-1066557.875,258702.34375],[-876708.625,275245.3125],[-631941.0,249958.03125]]","[[-671978.375,268250.5],[-839456.0625,201313.1875],[-994569.875,168573.46875],[-1157161.125,154989.515625],[-1209722.25,223306.40625],[-1160077.5,252381.578125],[-1066558.875,258703.59375],[-876709.6875,275246.09375],[-631941.125,249958.40625]]",True
OAKBAT.cleanStatic,27,1,9136,195680358,195685358,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999998374,1.0,1.0000002656359597,-1.3032743841380056e-07,0.9999987270004085,2.7529299127817845e-07,"[[578133.875,-133084.265625],[693783.5,-118660.8125],[818290.125,-74933.0625],[930561.625,-59400.4609375],[1007405.25,30739.541015625],[995358.375,58538.60546875],[765875.625,153919.859375],[740179.875,203973.828125],[697444.5,149795.046875]]","[[578135.0,-133084.78125],[693784.75,-118661.3359375],[818291.5,-74933.5625],[930563.25,-59400.83203125],[1007406.8125,30739.1796875],[995359.0625,58538.37890625],[765876.0,153919.78125],[740180.625,203974.0625],[697444.9375,149795.15625]]",True
OAKBAT.cleanStatic,27,1,9787,198935363,198940363,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999992988,1.0,1.000001522999827,1.0252966740502813e-07,0.9999974302975735,-1.1081021877426966e-08,"[[-699852.8125,84596.9609375],[-918244.1875,124922.21875],[-1056696.625,68939.7734375],[-1183058.375,103251.8828125],[-1277967.75,172915.0],[-1191066.875,208731.59375],[-1043247.6875,278075.09375],[-914014.5625,152648.90625],[-749221.1875,146782.8125]]","[[-699853.5625,84597.21875],[-918246.5,124922.3203125],[-1056699.25,68940.015625],[-1183062.625,103252.140625],[-1277973.0,172915.5625],[-1191070.5,208732.09375],[-1043248.5625,278075.40625],[-914016.4375,152649.28125],[-749221.375,146783.171875]]",True
OAKBAT.cleanStatic,27,1,10438,202190367,202195367,5000,temporal_extension,0.0,5.002220859751105e-12,0.999999999999769,1.0,0.9999996043896066,-5.5327956635718314e-08,0.9999991656443578,3.254543300053423e-07,"[[-603549.8125,12066.384765625],[-770389.8125,-36815.9140625],[-913786.1875,-59273.1640625],[-1052866.0,-170658.59375],[-1270867.25,-177037.25],[-1110089.375,-145118.15625],[-949109.5625,-176969.25],[-823000.1875,-150501.65625],[-587973.8125,-161643.0]]","[[-603550.5625,12066.40625],[-770390.375,-36815.96875],[-913787.375,-59273.0625],[-1052867.5,-170658.21875],[-1270867.875,-177036.84375],[-1110089.0,-145117.921875],[-949111.25,-176969.015625],[-823001.125,-150501.5],[-587974.625,-161643.0]]",True
OAKBAT.cleanStatic,27,1,11089,205445372,205450372,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999998174,1.0,0.9999999828508408,2.693655544465074e-07,0.9999991978046603,4.020977597628151e-07,"[[547481.3125,-13725.4365234375],[799554.625,22540.375],[919132.5,52687.53125],[1058221.375,-20817.58984375],[1139224.5,-145740.03125],[1148678.25,-192722.265625],[1005695.625,-116940.9375],[788267.875,-88652.7578125],[620910.75,-122286.203125]]","[[547481.75,-13725.47265625],[799555.0625,22540.15234375],[919132.9375,52687.15625],[1058221.25,-20818.138671875],[1139225.375,-145740.296875],[1148679.25,-192722.625],[1005697.0,-116941.609375],[788269.25,-88653.703125],[620911.25,-122286.921875]]",True
OAKBAT.cleanStatic,27,1,11741,208705376,208710376,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999999483,1.0,0.999999804160502,-1.2329385402182607e-07,0.9999974618041854,1.8823041024483743e-07,"[[873724.875,-50248.45703125],[886014.5,-82617.546875],[1008935.125,-201074.90625],[1100672.25,-187821.75],[1095822.75,-214472.9375],[926401.125,-242335.21875],[719131.5,-220514.375],[559953.125,-204176.46875],[503586.46875,-143930.21875]]","[[873727.375,-50248.91796875],[886017.125,-82618.015625],[1008937.6875,-201075.625],[1100675.25,-187822.46875],[1095825.25,-214473.78125],[926403.1875,-242335.90625],[719133.0,-220514.90625],[559954.375,-204176.828125],[503587.65625,-143930.40625]]",True
OAKBAT.cleanStatic,27,1,12392,211960381,211965381,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999998973,1.0,0.9999996576342267,1.3335540293807742e-07,0.999999634541689,7.416150688203994e-07,"[[-620778.4375,-23692.49609375],[-763100.8125,-92263.265625],[-936218.0625,-163676.78125],[-1251752.75,-89780.640625],[-1315994.625,-155543.59375],[-1161589.875,-83981.546875],[-937900.1875,-36575.546875],[-751529.8125,24741.57421875],[-699084.5625,63358.828125]]","[[-620778.625,-23692.04296875],[-763101.625,-92262.8515625],[-936218.375,-163676.15625],[-1251753.75,-89779.6875],[-1315994.75,-155542.796875],[-1161590.0,-83980.6796875],[-937900.0625,-36574.828125],[-751530.3125,24742.2421875],[-699085.5,63359.58203125]]",True
OAKBAT.cleanStatic,27,1,13043,215215385,215220385,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999997528,1.0,1.0000006692813075,7.219937337159844e-09,0.9999982949147928,-4.6325059898973684e-07,"[[-554500.9375,135086.5625],[-709348.4375,156968.34375],[-832667.0625,130253.5546875],[-1050633.5,25692.85546875],[-1142676.75,78351.4765625],[-1051037.375,-28229.515625],[-985381.9375,-74893.1171875],[-931493.5625,-257047.65625],[-765071.4375,-285492.5625]]","[[-554502.3125,135086.375],[-709350.0,156968.09375],[-832667.375,130253.296875],[-1050634.5,25692.7265625],[-1142679.5,78351.125],[-1051039.125,-28229.65625],[-985384.0,-74893.46875],[-931495.125,-257049.0625],[-765072.5,-285493.75]]",True
OAKBAT.cleanStatic,27,1,13694,218470389,218475389,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999994174,1.0,0.9999994064447495,-3.500473580230584e-08,0.9999980243487057,2.8763631983618266e-07,"[[-628685.1875,89444.109375],[-738459.1875,105650.984375],[-849233.6875,91358.046875],[-983846.5625,111900.6875],[-1038554.3125,187156.453125],[-1061962.5,216682.828125],[-885200.8125,158530.046875],[-780836.6875,120428.421875],[-699757.4375,100387.671875]]","[[-628686.625,89444.53125],[-738460.0,105651.546875],[-849235.5,91358.578125],[-983848.6875,111901.2109375],[-1038555.6875,187157.046875],[-1061962.75,216683.46875],[-885203.8125,158530.53125],[-780839.625,120428.859375],[-699759.1875,100387.9609375]]",True
OAKBAT.cleanStatic,27,1,14345,221725394,221730394,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999998721,1.0,1.0000007585080344,-2.096589232034903e-08,0.9999981038262393,6.404248147309857e-07,"[[-818003.1875,313337.3125],[-931937.8125,209390.34375],[-1118260.5,87324.828125],[-1304665.875,74816.9140625],[-1392017.875,106397.9453125],[-1258762.125,36510.4921875],[-1053195.375,-13201.486328125],[-808729.5625,27905.962890625],[-756069.0625,-33150.0703125]]","[[-818004.5625,313338.03125],[-931939.5625,209391.21875],[-1118262.5,87325.90625],[-1304668.375,74818.03125],[-1392021.5,106399.1484375],[-1258764.375,36511.40625],[-1053196.5,-13200.8203125],[-808730.375,27906.484375],[-756070.6875,-33149.671875]]",True
OAKBAT.cleanStatic,27,1,14997,224985398,224990398,5000,temporal_extension,0.0,5.002220859751105e-12,0.9999999999996102,1.0,0.9999997658566191,-2.076803253899892e-07,0.9999983540384377,-1.0871585989819552e-07,"[[-649429.625,-133261.0625],[-846741.0,-25104.42578125],[-943644.375,34030.9609375],[-1174392.625,83118.1484375],[-1335860.625,111104.6484375],[-1283770.625,142930.328125],[-1089272.375,93777.0390625],[-979551.25,55445.1875],[-790240.5,85304.3359375]]","[[-649429.125,-133261.21875],[-846741.6875,-25104.693359375],[-943645.375,34030.74609375],[-1174396.5,83118.234375],[-1335862.5,111104.9375],[-1283773.25,142930.53125],[-1089274.0,93777.21875],[-979552.75,55445.09375],[-790241.75,85304.28125]]",True
TEXBAT.cleanStatic,3,2,20,750513863,750538863,25000,legacy_stage0a+temporal,0.0,-1.8189894035458565e-12,0.9999999999982425,1.0,1.000000647084964,-4.927495751004202e-07,0.9999996854088861,-1.2851384503469958e-07,"[[3151995.5,-705998.5],[3806123.5,-698359.375],[4751323.5,-776909.5],[5440501.0,-901201.125],[6099563.0,-1004308.125],[5647128.0,-894216.75],[4874048.5,-896729.125],[4441656.0,-542976.625],[3572091.0,-468565.8125]]","[[3151991.0,-705995.5],[3806112.0,-698356.1875],[4751318.0,-776906.5625],[5440512.0,-901204.0],[6099568.5,-1004311.3125],[5647144.0,-894215.75],[4874053.0,-896729.125],[4441650.0,-542976.0],[3572083.5,-468564.0625]]",True
TEXBAT.cleanStatic,3,2,21,750538863,750563863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999965565,1.0,1.0000021719614272,2.6801751784114737e-07,1.0000000702334286,-2.3466379813729533e-07,"[[2841212.0,51061.94921875],[3512412.5,-236883.078125],[4141515.5,-286962.75],[4993084.0,-441582.65625],[5582290.0,-532237.6875],[4804889.0,-269800.4375],[4232340.0,-119316.7421875],[3706290.0,216237.578125],[2970054.0,263906.3125]]","[[2841216.5,51061.78125],[3512413.5,-236882.0625],[4141512.75,-286962.6875],[4993091.5,-441581.90625],[5582302.0,-532236.0],[4804900.0,-269800.21875],[4232322.0,-119316.4375],[3706272.0,216237.875],[2970044.25,263906.625]]",True
TEXBAT.cleanStatic,3,2,22,750563863,750588863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999984985,1.0,0.9999993560461338,-2.074704897497192e-07,1.000000844382995,-5.830424850041682e-08,"[[3442833.5,-329031.34375],[4116290.0,-510985.4375],[4856281.0,-611458.625],[5496436.5,-479454.78125],[6342409.0,-404695.15625],[5706367.5,-435019.65625],[4962099.5,-390419.90625],[4203449.5,-327267.09375],[3293549.0,-156622.421875]]","[[3442840.0,-329029.1875],[4116304.5,-510983.375],[4856284.0,-611457.6875],[5496424.0,-479453.75],[6342399.5,-404695.5],[5706358.0,-435019.40625],[4962094.0,-390420.4375],[4203438.5,-327266.9375],[3293544.5,-156623.0625]]",True
TEXBAT.cleanStatic,3,2,23,750588863,750613863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999993124,1.0,1.0000007013352676,1.573876990243755e-07,1.0000032842724453,-5.081468063180547e-08,"[[3285244.5,-843112.5],[4239255.5,-813558.5],[4947855.0,-856318.875],[5771453.0,-745100.75],[6247548.0,-657877.25],[5593545.0,-418536.46875],[4784712.0,-263336.46875],[3929126.5,-163849.625],[3380334.5,-242630.3125]]","[[3285226.5,-843114.75],[4239249.0,-813559.875],[4947836.0,-856318.375],[5771435.5,-745097.0],[6247532.0,-657874.25],[5593529.0,-418531.125],[4784691.0,-263333.6875],[3929107.0,-163848.1875],[3380324.0,-242627.21875]]",True
TEXBAT.cleanStatic,3,2,24,750613863,750638863,25000,legacy_stage0a,0.0,-1.8189894035458565e-12,0.999999999999238,1.0,1.0000010361602365,8.83279830500392e-08,1.0000043012363382,-4.983198156853701e-07,"[[3081481.5,-1646663.5],[3895006.0,-1769959.5],[4743695.5,-1883760.25],[5670778.0,-1884357.0],[6251995.0,-1556572.5],[5486249.0,-1152048.25],[4717448.0,-987285.6875],[3931142.5,-722051.1875],[3348446.5,-617212.8125]]","[[3081463.25,-1646653.0],[3894987.75,-1769945.625],[4743673.0,-1883746.75],[5670760.0,-1884343.75],[6251975.5,-1556563.75],[5486233.0,-1152044.5],[4717426.0,-987281.625],[3931120.0,-722047.0],[3348425.0,-617209.875]]",True
TEXBAT.cleanStatic,3,2,25,750638863,750663863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999988227,1.0,1.000001355191914,4.117573315181449e-07,1.0000007398590727,-3.595829023807541e-07,"[[3707433.0,-210501.125],[4317078.0,-551059.0],[4906709.0,-885730.125],[5661195.5,-960966.375],[6310200.5,-800076.75],[5428713.5,-778123.25],[4556245.0,-526903.0],[3823735.5,-355715.0],[2790221.5,-444213.0]]","[[3707429.75,-210502.78125],[4317072.0,-551058.8125],[4906711.5,-885724.125],[5661189.0,-960960.875],[6310205.0,-800072.375],[5428718.0,-778120.5],[4556234.0,-526903.3125],[3823723.5,-355716.875],[2790210.5,-444212.875]]",True
TEXBAT.cleanStatic,3,2,26,750663863,750688863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999986723,1.0,1.0000017770081262,-1.86441054283737e-07,1.000001511307218,3.090181262890042e-07,"[[2950955.75,-819667.875],[3617888.25,-819335.875],[4265205.5,-819798.125],[4984629.5,-916385.75],[5543211.5,-954333.875],[4717109.5,-678986.75],[3960294.75,-519066.96875],[3429662.25,-506613.125],[2596877.75,-431362.46875]]","[[2950949.5,-819666.25],[3617880.5,-819334.0],[4265184.0,-819797.4375],[4984617.0,-916385.4375],[5543212.5,-954336.875],[4717109.0,-678986.25],[3960291.0,-519066.9375],[3429659.25,-506613.4375],[2596872.25,-431363.84375]]",True
TEXBAT.cleanStatic,3,2,27,750688863,750713863,25000,legacy_stage0a,0.0,-1.8189894035458565e-12,0.9999999999954582,1.0,0.9999969034664131,-4.487184957736128e-07,1.0000063362911995,1.0469763904508733e-06,"[[2911975.75,-321252.84375],[3785209.25,-383981.53125],[4611472.5,-428432.09375],[5282709.5,-740391.875],[5735346.5,-935908.8125],[4940490.5,-808355.125],[4213694.5,-647040.375],[3506506.25,-555488.875],[2562274.25,-229790.375]]","[[2911965.5,-321252.75],[3785202.5,-383981.28125],[4611445.0,-428433.6875],[5282659.0,-740392.0],[5735291.0,-935908.5625],[4940454.0,-808356.125],[4213681.0,-647041.75],[3506485.0,-555488.875],[2562276.0,-229792.09375]]",True
TEXBAT.cleanStatic,3,2,28,750713863,750738863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999980504,1.0,1.0000036336436833,5.765426263691986e-07,1.000003046653693,-7.311532157907886e-07,"[[2892267.0,-296782.03125],[3632576.25,-400761.90625],[4245216.0,-510139.21875],[5124445.0,-585358.0625],[5899989.0,-792832.5625],[5446633.0,-694269.1875],[4324477.0,-708616.1875],[3313695.25,-461585.90625],[2620135.5,-472696.78125]]","[[2892257.0,-296779.96875],[3632563.75,-400759.9375],[4245201.0,-510134.40625],[5124422.0,-585352.75],[5899993.5,-792825.3125],[5446613.0,-694263.375],[4324458.0,-708610.75],[3313678.75,-461580.5],[2620129.0,-472692.5625]]",True
TEXBAT.cleanStatic,3,2,29,750738863,750763863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999988188,1.0,1.0000003969890086,3.615158703366015e-07,1.0000015841274454,-8.652826840418238e-07,"[[2838487.75,-678894.0],[3670594.25,-696930.625],[4662520.0,-599486.25],[5571069.0,-666285.25],[6278475.0,-777158.125],[5693576.0,-621299.125],[4920001.0,-518388.03125],[4109181.25,-482485.09375],[3249067.75,-508657.0]]","[[2838480.5,-678890.375],[3670586.5,-696923.625],[4662506.0,-599480.625],[5571063.5,-666279.4375],[6278468.5,-777149.5],[5693580.5,-621294.8125],[4919995.0,-518384.25],[4109171.5,-482481.0],[3249049.25,-508654.75]]",True
TEXBAT.cleanStatic,3,2,30,750763863,750788863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999961157,1.0,0.9999966295084082,-1.6112119897090803e-07,1.0000045398092816,6.03691258288928e-07,"[[2983824.25,159939.75],[3633369.25,-112865.90625],[4427396.0,-328602.125],[5309379.5,-393205.125],[5859566.5,-195179.03125],[5072169.0,-227022.125],[4411091.5,-216547.75],[3434815.75,-167050.4375],[2486202.25,52449.31640625]]","[[2983810.5,159937.90625],[3633362.75,-112867.546875],[4427382.0,-328603.34375],[5309340.0,-393206.25],[5859520.0,-195181.96875],[5072150.0,-227024.65625],[4411075.0,-216548.8125],[3434818.5,-167051.203125],[2486204.0,52446.953125]]",True
TEXBAT.cleanStatic,3,2,31,750788863,750813863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.999999999999368,1.0,1.0000002224916689,4.0250455209587217e-07,1.0000040726070798,-1.146280577414157e-06,"[[2980586.75,-339945.25],[3379190.75,-250158.1875],[4190837.75,-457705.625],[4983997.0,-614596.75],[5785107.0,-822101.375],[5254559.0,-731712.875],[4702413.0,-625224.125],[3989903.75,-810097.0],[3191600.25,-822465.25]]","[[2980571.0,-339941.75],[3379175.0,-250154.40625],[4190827.0,-457699.0],[4983983.5,-614588.6875],[5785086.0,-822089.25],[5254534.0,-731704.0],[4702386.0,-625217.625],[3989889.5,-810089.375],[3191593.0,-822457.4375]]",True
TEXBAT.cleanStatic,3,2,32,750813863,750838863,25000,legacy_stage0a,0.0,-1.8189894035458565e-12,0.9999999999977235,1.0,0.9999985605786237,-2.535451691103417e-08,1.0000007940643456,9.148390315656264e-08,"[[3373783.0,528578.375],[4129094.5,340908.84375],[4865995.0,238404.625],[5518102.0,148048.3125],[6271748.0,67174.6328125],[5655710.0,-33366.28125],[5007710.0,-20009.40625],[4019279.0,-214393.375],[3408190.0,-329527.40625]]","[[3373765.75,528578.25],[4129074.5,340907.3125],[4866007.0,238403.90625],[5518106.0,148046.5],[6271734.0,67173.75],[5655709.0,-33366.9375],[5007709.5,-20010.875],[4019276.0,-214393.09375],[3408191.5,-329526.375]]",True
TEXBAT.cleanStatic,3,2,33,750838863,750863863,25000,legacy_stage0a,0.0,-1.8189894035458565e-12,0.9999999999969844,1.0,0.9999972339924752,-7.453815621066445e-07,1.0000053015351669,-4.87191916048104e-07,"[[3042118.0,-1394466.75],[3478132.0,-1496501.25],[4058804.5,-1401879.625],[4641632.0,-1336704.375],[5163099.0,-1342802.75],[4590128.0,-968747.9375],[3929743.0,-686894.9375],[3302287.0,-424438.28125],[2909567.0,-236440.1875]]","[[3042106.5,-1394452.375],[3478125.5,-1496488.375],[4058801.75,-1401869.0],[4641610.5,-1336696.25],[5163057.0,-1342793.25],[4590099.0,-968746.375],[3929724.5,-686892.1875],[3302260.25,-424436.6875],[2909549.5,-236438.78125]]",True
TEXBAT.cleanStatic,3,2,34,750863863,750888863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999985393,1.0,1.0000009079241703,-5.6002898856051674e-08,1.0000026801291646,-6.011107948504127e-07,"[[2951329.0,-1167893.0],[3851554.25,-1311021.25],[4477272.5,-1458488.75],[5104231.5,-1195027.5],[5709864.5,-1135606.5],[5095592.5,-824996.4375],[4031336.75,-816349.0625],[3279194.25,-601936.1875],[2523918.5,-376874.90625]]","[[2951311.0,-1167884.5],[3851536.5,-1311009.375],[4477258.5,-1458484.375],[5104229.5,-1195026.75],[5709855.0,-1135601.375],[5095584.0,-824988.9375],[4031323.5,-816342.625],[3279185.5,-601931.625],[2523906.0,-376872.5]]",True
TEXBAT.cleanStatic,3,2,35,750888863,750913863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.999999999999527,1.0,0.9999999703127768,-3.826824924388491e-08,1.0000033003605768,-2.815471246528347e-07,"[[2484370.0,-1361802.0],[3430111.5,-1291923.0],[4253829.0,-1238430.75],[4958543.5,-1157211.0],[5768095.5,-854871.6875],[4828186.0,-603268.6875],[4161335.5,-537128.625],[3283005.5,-282187.5625],[2502825.5,97735.9296875]]","[[2484360.25,-1361798.125],[3430094.75,-1291918.125],[4253810.5,-1238421.75],[4958530.0,-1157203.0],[5768076.5,-854867.4375],[4828173.0,-603266.75],[4161326.0,-537128.8125],[3282998.75,-282185.0625],[2502814.5,97737.03125]]",True
TEXBAT.cleanStatic,3,2,36,750913863,750938863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.999999999998655,1.0,0.999998371408268,-3.002888934768528e-07,1.0000044546295057,2.4740853873748894e-07,"[[2993593.5,-1128968.375],[3800332.0,-1438478.875],[4383920.0,-1355494.125],[5222582.0,-1429902.125],[6124917.0,-1352837.625],[5523296.0,-1121981.5],[4871098.0,-954236.125],[4181560.0,-911000.5],[3476637.0,-871301.25]]","[[2993586.0,-1128964.375],[3800315.0,-1438473.5],[4383902.0,-1355489.5],[5222549.0,-1429899.5],[6124879.0,-1352832.75],[5523270.5,-1121978.5],[4871075.0,-954232.375],[4181552.25,-910996.75],[3476634.5,-871295.9375]]",True
TEXBAT.cleanStatic,3,2,37,750938863,750963863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999993124,1.0,1.0000011335363617,2.5851639409263736e-09,1.0000032910838934,8.682445550502119e-07,"[[3650257.5,103176.671875],[4536781.0,5934.39208984375],[5137845.0,-41987.1328125],[5676122.0,-284716.28125],[6135346.5,-303512.78125],[5468012.5,-313293.84375],[4632838.5,115746.4375],[4020302.0,-78102.21875],[3265406.5,47460.203125]]","[[3650243.0,103173.546875],[4536768.5,5930.890625],[5137816.0,-41991.5],[5676099.5,-284719.875],[6135333.0,-303517.4375],[5467992.5,-313298.21875],[4632828.5,115741.515625],[4020294.75,-78105.4375],[3265395.5,47457.90625]]",True
TEXBAT.cleanStatic,3,2,38,750963863,750988863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999977276,1.0,0.9999978514781538,-3.1021130101032494e-07,1.0000050953677786,-3.124192081748862e-07,"[[4091910.5,-516219.90625],[4942973.5,-687676.25],[5607408.0,-868245.75],[6301452.0,-866039.375],[6971764.0,-1102261.25],[6209757.0,-1073870.75],[5416553.0,-831439.375],[4432401.0,-738795.75],[3522110.5,-681173.5]]","[[4091891.5,-516215.25],[4942960.0,-687668.4375],[5607401.0,-868239.0625],[6301412.0,-866032.875],[6971713.5,-1102253.25],[6209719.0,-1073861.625],[5416538.5,-831435.25],[4432371.5,-738793.875],[3522086.75,-681170.5]]",True
TEXBAT.cleanStatic,3,2,39,750988863,751013863,25000,legacy_stage0a,0.0,-1.7053025658242404e-12,0.9999999999990156,1.0,0.9999989749924791,-1.6962075572884379e-07,1.0000042407391223,5.681933899533573e-07,"[[3043610.25,-318388.46875],[3842970.75,-578745.0],[4730722.5,-670998.5],[5461206.5,-938869.75],[6036842.5,-964545.25],[5152193.5,-835936.375],[4486027.0,-788681.875],[3818659.75,-707815.625],[2863312.75,-537277.8125]]","[[3043598.5,-318389.75],[3842955.5,-578745.0],[4730692.5,-670996.8125],[5461178.0,-938867.8125],[6036810.0,-964544.625],[5152176.0,-835935.625],[4486017.0,-788682.25],[3818652.5,-707815.3125],[2863299.25,-537278.625]]",True
