evaluation,fold,block_size,sample_index,group_key,area,transmit_power_dbm,class_id,class_name,binary_class,raw_role,selected,final_role,selection_rank,selection_sha256
primary,2,32,22362,698,1,30,2,Prn,negative,train,false,balance_excluded,284,38bff48998e0982e50a96accec37ee2a7c7a2a320ca5f1ce7b27b1500a4935e1
primary,2,32,22363,698,1,30,2,Prn,negative,train,false,balance_excluded,164,216fb677e0a790843b8f9c0f872b495c1972da09bf37ff9cc9f5b706ca71d6d9
primary,2,32,22364,698,1,30,2,Prn,negative,train,false,balance_excluded,255,32385bc1cb3fd4fa615384b20c91c0ee79fc0125498d9df322e6c94c1321e6cc
primary,2,32,22365,698,1,30,2,Prn,negative,train,false,balance_excluded,539,70f62fc2d2a1459b710ce582eda2b3f792529955c3d349cc5c87d2e9e5610b4f
primary,2,32,22366,698,1,30,2,Prn,negative,train,false,balance_excluded,552,742d1923d4bac58f99ed9eefd019ec6077f25395a5721f1fe77bcc5590821e91
primary,2,32,22367,698,1,30,2,Prn,negative,train,false,balance_excluded,332,4244f01ce1a92c7dd719ebee2b0489254fb5a03fd6d5d70da2806a4271625b53
primary,2,32,22368,699,1,30,2,Prn,negative,train,false,balance_excluded,1071,e5746d497ddc0bc94c98d79b7975284574ce4c09882e7eb510bdc27e38c08922
primary,2,32,22369,699,1,30,2,Prn,negative,train,false,balance_excluded,874,b96914753f7554154d3e3ec0b9aeb26cadd5d0a5d07505e55fd6720cec70a25f
primary,2,32,22370,699,1,30,2,Prn,negative,train,false,balance_excluded,260,3293692f0e6bb171a36a509f2045d98784a1153e89d2f9ad17a6af0d92f37292
primary,2,32,22371,699,1,30,2,Prn,negative,train,false,balance_excluded,179,245b7721f966fa35ca930f9953654842ef45284cb317803ac6fd67217eebec52
primary,2,32,22372,699,1,30,2,Prn,negative,train,false,balance_excluded,247,3088615ce7fb038eef05c01684880895a8ad16cdc992d1bc3be7d457beee2a64
primary,2,32,22373,699,1,30,2,Prn,negative,train,false,balance_excluded,1143,f407f794c593e9e325340da34a4b786c42dd30de091a22ec7b8dc60bff272c53
primary,2,32,22374,699,1,30,2,Prn,negative,train,false,balance_excluded,256,32389ed98e51f5d981318f6aeef8d1dc130f4d0d2bcccb4abd50e1d03486bdee
primary,2,32,22375,699,1,30,2,Prn,negative,train,false,balance_excluded,550,73b2813ce9d0381423cdb1090de807cfa767e30312a48264f181a8b26b05cbbc
primary,2,32,22376,699,1,30,2,Prn,negative,train,false,balance_excluded,973,cf4681a522d8204d571f51846f443b836c99938489993e751d0cbf1c98b4264f
primary,2,32,22377,699,1,30,2,Prn,negative,train,false,balance_excluded,111,16adba0149a7d756982e9503152d4495d0fbd1d279708cd5d1c1d58f51a029b3
primary,2,32,22378,699,1,30,2,Prn,negative,train,false,balance_excluded,276,366e96740dc8037bdbff680abf4525d82668ad1d93625261220db9aae060ef5f
primary,2,32,22379,699,1,30,2,Prn,negative,train,false,balance_excluded,960,cc9441b127ae319f384667001c2de71efb88829bae44783cdb5fc6aa7f892bb8
primary,2,32,22380,699,1,30,2,Prn,negative,train,false,balance_excluded,842,b315462d78176a6744588ab1aceb889647946c61f3e9ebde7bf3a03efe81333b
primary,2,32,22381,699,1,30,2,Prn,negative,train,false,balance_excluded,544,72166afa637ad81f3dfb12b8e0c76e48cb0102ca958378e3afd11a4aa9f404d7
primary,2,32,22382,699,1,30,2,Prn,negative,train,false,balance_excluded,780,a58e5b1b6e4e38289b41525e6535662f9d585011e72f26c6cd60ef2c5a1e7273
primary,2,32,22383,699,1,30,2,Prn,negative,train,false,balance_excluded,1094,e9710120257bb111a7dbec0a99459c13f0b01aebeda0a177162aee7ea7a1c6e0
primary,2,32,22384,699,1,30,2,Prn,negative,train,false,balance_excluded,309,3dcd238daa8dedc2082a55a1ca2d6d60f8b18f0eeb84c5bec4884d6441ba4152
primary,2,32,22385,699,1,30,2,Prn,negative,train,false,balance_excluded,656,85b897d16841ebce02fb58d877d0e919d432c917c1cfe939816a6a4edb58304f
primary,2,32,22386,699,1,30,2,Prn,negative,train,false,balance_excluded,1073,e5a3c4060f1aa6b4e8be2d25a744986e7e3d2d16e887f13fa831ff0df5b46ce6
primary,2,32,22387,699,1,30,2,Prn,negative,train,false,balance_excluded,254,322d2ab00fa8b798b0759e14aa25079b8380ce4c57dd6862910c9d2f5caf8269
primary,2,32,22388,699,1,30,2,Prn,negative,train,false,balance_excluded,1104,ebb09dbff0671672050c5636bf26f2a3aac317dc21240e74e71dfd8a025a5d2e
primary,2,32,22389,699,1,30,2,Prn,negative,train,false,balance_excluded,316,3f70257344ae217c7c7ff2ee6c32f51420c98acff1edf210ca261ff1582e0365
primary,2,32,22390,699,1,30,2,Prn,negative,train,false,balance_excluded,380,4cb551b6b8bcd1d9eae3d0c527e7f882f3565bab55cbd966ba3faf4e2ca69c15
primary,2,32,22391,699,1,30,2,Prn,negative,train,false,balance_excluded,154,1fdd657ecddfb1a436c19c478f71a3d83b375a8abd6cfc59c056301485eef7b6
primary,2,32,22392,699,1,30,2,Prn,negative,train,false,balance_excluded,304,3d4e8af090e37af1725b70877bdc3b0a79b50c6c0f1299c54c389a6161a46063
primary,2,32,22393,699,1,30,2,Prn,negative,train,false,balance_excluded,940,c96908324ce27b0e3e19404e438bdf5f155843732b6d4b279f053db3ce4e7435
primary,2,32,22394,699,1,30,2,Prn,negative,train,true,train,55,0ccef2b2233a183ccce74780a57b6e813a58d4f7afaeebfabd6c8bdaa393de4f
primary,2,32,22395,699,1,30,2,Prn,negative,train,false,balance_excluded,984,d1504dfe2b377f504c6797f81d6f19859560b9b19eb3e57f425ad3b83a228167
primary,2,32,22396,699,1,30,2,Prn,negative,train,false,balance_excluded,616,7f21b57b66cb7a1bd049aa81ea0e7d3f0abd4745313dbb6c006b5beed838758e
primary,2,32,22397,699,1,30,2,Prn,negative,train,false,balance_excluded,750,9f476f60db59ada6e1b45c65955b537cc6b43374474839aec7f88f8577c6bc3e
primary,2,32,22398,699,1,30,2,Prn,negative,train,true,train,65,0e857f9c7f67e05005116e62f3498045df40f784c5114ea298580a85638ead59
primary,2,32,22399,699,1,30,2,Prn,negative,train,false,balance_excluded,186,255b9d72df24f84fa2ab8ec94fb98dab5a44d27637fddb623bb2d54dcc5c07b8
primary,2,32,22400,700,1,30,2,Prn,negative,train,false,balance_excluded,657,861ced87e2871c08df885f3d2c85296c5ebea89d6f1c3d2d4317269a62fba7cd
primary,2,32,22401,700,1,30,2,Prn,negative,train,false,balance_excluded,683,8d63d01785a87265fec78452fda8eaa40cddc90f0c822e1004fc7343d9f7aa2d
primary,2,32,22402,700,1,30,2,Prn,negative,train,false,balance_excluded,517,6c3579de157c277b6bdcae05483f625dcc9270b9821f492c15cf497602729fcc
primary,2,32,22403,700,1,30,2,Prn,negative,train,false,balance_excluded,328,419797a1b8b1cbc04317157e4461b6644d3ce8227343678307cd8d3bc6e5104c
primary,2,32,22404,700,1,30,2,Prn,negative,train,false,balance_excluded,184,2522358b9850714d569db06cb7cb10088b6c8fea4fc204bb9156c96e30d762e5
primary,2,32,22405,700,1,30,2,Prn,negative,train,false,balance_excluded,1023,db368426587574a1055f20524129fc14cf656b3248653b57d6ddd8e0e88ff69a
primary,2,32,22406,700,1,30,2,Prn,negative,train,false,balance_excluded,113,16d76a4092748020331a70334f6ce88709527aebffad77f6c087b4160c0a8c71
primary,2,32,22407,700,1,30,2,Prn,negative,train,false,balance_excluded,585,7aec1136c9ac129cacf8f3c9ed3cad8c716e1d1f76c345494c337dd91864d09d
primary,2,32,22408,700,1,30,2,Prn,negative,train,false,balance_excluded,956,cbf8bfe2fcf1e16105e70b7fef0fa560c3402f2b37179bd79ba4bcff447c9cba
primary,2,32,22409,700,1,30,2,Prn,negative,train,false,balance_excluded,243,2ff77184d4ebe6d117cc90d1f1f5bfb6ab08dea06d157e787f9ec3dd5262e4cd
primary,2,32,22410,700,1,30,2,Prn,negative,train,false,balance_excluded,810,ab96e660d6c22e8a42353553529d894a5a35e52c2ee8f5d9f90bcc40655f3749
primary,2,32,22411,700,1,30,2,Prn,negative,train,false,balance_excluded,132,1a1b35124e8b7a866f235f1ffaf712147c0c9ae49f108d9cc444e71c140e5a93
primary,2,32,22412,700,1,30,2,Prn,negative,train,false,balance_excluded,814,ad21597a17c31ab57a74ea28dea797d582cdb142e2337a7bee07ebb63feb0e7c
primary,2,32,22413,700,1,30,2,Prn,negative,train,false,balance_excluded,267,33625d2b6b18946df02365f2c65a96960fa96caf1b15e57ea6335877000bb393
primary,2,32,22414,700,1,30,2,Prn,negative,train,false,balance_excluded,572,78be8404eae6619944dbb9ad4e1a09f8b82c34cb018491e7ab8d21bc932bca61
primary,2,32,22415,700,1,30,2,Prn,negative,train,false,balance_excluded,215,2b28e1f32ec6bcdca9d4f2f3263c9ecc881dc59f77b7997bbd174e2eaaa3a135
primary,2,32,22416,700,1,30,2,Prn,negative,train,false,balance_excluded,264,334ce2ade36468752af7bba08235e2ba860b58effdd891b50510a6bd7e83b83b
primary,2,32,22417,700,1,30,2,Prn,negative,train,false,balance_excluded,494,66a37f96ff774d6935fd9fddff7fb9ee8dc9744a674b2bc3c158b6ded0265460
primary,2,32,22418,700,1,30,2,Prn,negative,train,false,balance_excluded,144,1d0cfd03537f145cf4edbb46320c6239a5b23a8a48a6027f5a5e9fe1a0c5540b
primary,2,32,22419,700,1,30,2,Prn,negative,train,false,balance_excluded,567,77ce779b06337d8173410b40ba7efcf3db4c9a3addc8e00e0114569828bd89bb
primary,2,32,22420,700,1,30,2,Prn,negative,train,false,balance_excluded,637,831d575ff497f931cfcf111a1875df48ab53520d81c8fc7b92507fd3a83696ac
primary,2,32,22421,700,1,30,2,Prn,negative,train,false,balance_excluded,424,589a545a7f871524b4fe27b016655b62289157a8129059d0dc2738b95c684b58
primary,2,32,22422,700,1,30,2,Prn,negative,train,false,balance_excluded,1085,e799bd5fb322e009925499fa56c46a108b3a75820e592c080cfe545a677daad8
primary,2,32,22423,700,1,30,2,Prn,negative,train,false,balance_excluded,724,980d7589f45ab2499c1acb27e33889bb4077a901f97f0325a614e21290f7aede
primary,2,32,22424,700,1,30,2,Prn,negative,train,false,balance_excluded,978,d0a1b0a3b9f76e92ca569dec4858f21c1bd54992c18c6f39c48012a2f83c82b4
primary,2,32,22425,700,1,30,2,Prn,negative,train,false,balance_excluded,250,318ea8a4d4acd637138ca30a39c3c1580ac5d271e18fbb063cc69e0d406950fd
primary,2,32,22426,700,1,30,2,Prn,negative,train,false,balance_excluded,595,7c670b469270bf3c79e7a0f9ff314d6738a3190c162666fb87f65722ddd866b9
primary,2,32,22427,700,1,30,2,Prn,negative,train,false,balance_excluded,273,3596a956899405e53b55a8a79ce6ed48d47b5a7274529b8f3df19deddd267a97
primary,2,32,22428,700,1,30,2,Prn,negative,train,false,balance_excluded,374,4bb3807a630508f2a9a60a2e9d87c7551752da678608421c722f4df34d31a850
primary,2,32,22429,700,1,30,2,Prn,negative,train,true,train,48,0b6e45004ecf1cf5163c4ec6e32e3f3a1c007d11ba8a77dd4824e12c4fd4f228
primary,2,32,22430,700,1,30,2,Prn,negative,train,false,balance_excluded,610,7e902d46bcb48489abbc559f21eb7a7d738cd2453c34e426bc669dc82f6cc163
primary,2,32,22431,700,1,30,2,Prn,negative,train,false,balance_excluded,383,4d931c8a71b7878f9fb693765a1feb74dce6ed118796df38dd4aa99959813bdf
primary,2,32,22432,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22433,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22434,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22435,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22436,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22437,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22438,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22439,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22440,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22441,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22442,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22443,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22444,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22445,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22446,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22447,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22448,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22449,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22450,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22451,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22452,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22453,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22454,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22455,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22456,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22457,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22458,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22459,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22460,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22461,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22462,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22463,701,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22464,702,1,30,2,Prn,negative,test,false,balance_excluded,23,b8ece1f82da40d4084b77ecf3f7cfc29bc3d75628c5b5c8bc864dacb200232af
primary,2,32,22465,702,1,30,2,Prn,negative,test,true,test,7,3ecb27a777994c71de841d316780540ab316fe739993356c03dcab702f56c02b
primary,2,32,22466,702,1,30,2,Prn,negative,test,false,balance_excluded,20,a2d581739b01c3858cfcb838d651490d97a97e0efb2be39d5c2faf0692f683eb
primary,2,32,22467,702,1,30,2,Prn,negative,test,false,balance_excluded,27,e12ad6094ddfc9100fd47738ca8c219a27a3df6d699c79d96b59c3a5d8f00494
primary,2,32,22468,702,1,30,2,Prn,negative,test,true,test,6,3a87f76783b7dd3a7f356a48370d44f61a96fba2ee2cd053d995742f0a49c245
primary,2,32,22469,702,1,30,2,Prn,negative,test,true,test,4,1ac769bbc07df7c6d2b2ec2ae01dde06cdbcc80687bdc3651a64607fc82fbeea
primary,2,32,22470,702,1,30,2,Prn,negative,test,false,balance_excluded,13,6c87d67a830685bf7c6996ba6cba7f6a8e6cb7ec74ce6134cca906a6aa06a672
primary,2,32,22471,702,1,30,2,Prn,negative,test,false,balance_excluded,29,e3d97208e85231dc7c5bf943ee5770bdf4c45977045b3948bacec37b57828461
primary,2,32,22472,702,1,30,2,Prn,negative,test,true,test,11,57e85209e57cc042cd5dd12ac9ca950a9f7fc6e4dcd2749491a362ad79c149c8
primary,2,32,22473,702,1,30,2,Prn,negative,test,true,test,10,53e79ad9af657a396060805b841989fc1ff4bfd129acaf368fa088024a988eaf
primary,2,32,22474,702,1,30,2,Prn,negative,test,true,test,3,1173d896d2249af6776466f7bc2e028ce063e9048cba738712287fae4055c1e2
primary,2,32,22475,702,1,30,2,Prn,negative,test,true,test,9,4a8f0c2752d20483682539c4a14c95ae174c9d6cbd616cbaa793f8c1a03dab5d
primary,2,32,22476,702,1,30,2,Prn,negative,test,true,test,0,036e08e719404cdfc48878d0b742eacd7579f3187c372dc332f8f4f803ac1e32
primary,2,32,22477,702,1,30,2,Prn,negative,test,false,balance_excluded,25,da5290b99b10ade1df01214aa444059bb28bae2a97b04a2a9cfb67b984a55a75
primary,2,32,22478,702,1,30,2,Prn,negative,test,false,balance_excluded,14,75bd4dd5396e18ba0183543c4d9029fb189dd2d7a95191fd2a19087d6cec10ff
primary,2,32,22479,702,1,30,2,Prn,negative,test,false,balance_excluded,26,e0f4fa3f538fe185c10e7d226a6a3f8bdbd0d2c2eb520b6b3e324300d6ca4d64
primary,2,32,22480,702,1,30,2,Prn,negative,test,false,balance_excluded,17,8ef8d2d96cc4711a950ee8a234b27db8b322fb197ba5ba3f2a9d90488e457890
primary,2,32,22481,702,1,30,2,Prn,negative,test,false,balance_excluded,28,e16c3597772afe3e7bc233e64de96aef1ca3a6959f2dc037c90ded3d1cb7dc62
primary,2,32,22482,702,1,30,2,Prn,negative,test,false,balance_excluded,22,ae196d71fccc0badc58811e9d875798b1ea8c819f2ee766f7726c0ea444ff4a9
primary,2,32,22483,702,1,30,2,Prn,negative,test,true,test,8,42fdc4521ee5105e7be39f928372214fb4ac63dce17bb9df1b9ace280cf5da5f
primary,2,32,22484,702,1,30,2,Prn,negative,test,true,test,1,0439522eb8a63515eae6a2088426fec9e6ed1cf099e8e3186df8ecbb1e85d767
primary,2,32,22485,702,1,30,2,Prn,negative,test,true,test,2,080158f1d9d6861d71a49561483dd814d31f3cb7397a5c45db03ded275a830ae
primary,2,32,22486,702,1,30,2,Prn,negative,test,false,balance_excluded,16,8332f7b6708d2ceb1dc2e033e263f40874b1008d664ed7cd2eb4b6745c9ca45f
primary,2,32,22487,702,1,30,2,Prn,negative,test,false,balance_excluded,19,9940851eaa09d2317e05ba1e72c7214b8edeec0bfaa9dbe71ea91d7a3899738c
primary,2,32,22488,702,1,30,2,Prn,negative,test,false,balance_excluded,21,ab5f25d8453a25c2f369b300658f4c0cc7bbbd886f2c54a1bd88266f4def8015
primary,2,32,22489,702,1,30,2,Prn,negative,test,false,balance_excluded,30,fa8db8beca83664230cf34ed0f9b220fdedfeb11a917eb587c6059315b75c39c
primary,2,32,22490,702,1,30,2,Prn,negative,test,false,balance_excluded,15,81be853fac79bdbe4e53e3c4ea905b5f316b8020b8ff754096c33f4f6ce48661
primary,2,32,22491,702,1,30,2,Prn,negative,test,false,balance_excluded,31,fd4f5c3c1ddec863e4539c32ac5066875d197d7eb9d7b69ea5b34898fc8957f1
primary,2,32,22492,702,1,30,2,Prn,negative,test,false,balance_excluded,24,bc0b1fb336c6919a334800c3fba08dfdcd00bbdaf5f2b61cc65f630661ad128b
primary,2,32,22493,702,1,30,2,Prn,negative,test,true,test,5,35320f93137f1a758c737946af3fc4e340449b26876469cd5ca7abb1d6b79df2
primary,2,32,22494,702,1,30,2,Prn,negative,test,true,test,12,5b77af38881e166fee96300f614a6e1a82e099654598f07f927f070061ba3378
primary,2,32,22495,702,1,30,2,Prn,negative,test,false,balance_excluded,18,94ad914858e9cc917bb3b10586973705a9f80a0f11640db9235b97eea7b7145b
primary,2,32,22496,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22497,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22498,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22499,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22500,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22501,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22502,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22503,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22504,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22505,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22506,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22507,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22508,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22509,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22510,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22511,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22512,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22513,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22514,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22515,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22516,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,22517,703,1,30,2,Prn,negative,guard,false,guard,,
primary,2,32,23171,724,1,30,2,Prn,negative,train,false,balance_excluded,354,463303a712deb8edea2a1823878bcbe9c6db6d01d84521a04eed34a1e2a63d93
primary,2,32,23172,724,1,30,2,Prn,negative,train,false,balance_excluded,1138,f1e3b0450452e001a4c81be953747c8973c02b9861b0566b8f52e5a69d73706d
primary,2,32,23173,724,1,30,2,Prn,negative,train,false,balance_excluded,545,724c99852e6ce82f1a3854c3ef52737073dc75bc0126d02d3e8b94995474c843
primary,2,32,23174,724,1,30,2,Prn,negative,train,false,balance_excluded,464,601db32b70feb54a18a57fcd92f6be914e5a68d13c69b05a3b2bb5390bc34157
primary,2,32,23175,724,1,30,2,Prn,negative,train,false,balance_excluded,718,9682b4c3781a54caa221c7c92ffca02cc0caede1b92b8faf49282374d3b54684
primary,2,32,23176,724,1,30,2,Prn,negative,train,false,balance_excluded,697,9224a004b20ec3ce249094af310af5ceb9d6c4a596b0a576c68e332eafc41551
primary,2,32,23177,724,1,30,2,Prn,negative,train,false,balance_excluded,274,35e687c455195052ddef5be3bc338d6882fede25e68362dbe3e8119b022daaba
primary,2,32,23178,724,1,30,2,Prn,negative,train,false,balance_excluded,381,4cfc914cab4b451208ab04fccb6ab8d9d1db4e4f8642daceabc10abad1b05489
primary,2,32,23179,724,1,30,2,Prn,negative,train,false,balance_excluded,1026,db8668652b2c60b5c06a38f23dd249ca61f76d52377cc25416c6310ee89fdea5
primary,2,32,23180,724,1,30,2,Prn,negative,train,false,balance_excluded,412,55cad7a48b95180d7cdd3eddc5ce6c836ae1e1dbf6b09d8980c4b925135dd5a8
primary,2,32,23181,724,1,30,2,Prn,negative,train,false,balance_excluded,1082,e75382be2ce646233f66acb75beb484587e09772d4ee3a0742d9dc7acba40bc7
primary,2,32,23182,724,1,30,2,Prn,negative,train,false,balance_excluded,440,5c23ea8e68bae2cba6e8a32ef75bae00f0ecafa11498eb57b93f202c34fecfa1
primary,2,32,23183,724,1,30,2,Prn,negative,train,false,balance_excluded,141,1c8f7e73480954b39028982b48227254ea67e4b7d9e355b059d222af7c62e82f
primary,2,32,23184,724,1,30,2,Prn,negative,train,false,balance_excluded,433,5a61a321684bca0df77b688f67166fc2522639d4b3898b757ceaaaae1b0e66c3
primary,2,32,23185,724,1,30,2,Prn,negative,train,false,balance_excluded,409,543b888b98ebdfa0638adda2e702bedde062919797619d39a8133e2d20412847
primary,2,32,23186,724,1,30,2,Prn,negative,train,false,balance_excluded,668,893a46ddde871b9a5dea666818c1096f4113e25d6fc54f4cb9e974d51324d3dc
primary,2,32,23187,724,1,30,2,Prn,negative,train,false,balance_excluded,176,2401f765df4f633e9ace91bd01bebebe1bfcf7d090c7f505ee91c6c5091e8859
primary,2,32,23188,724,1,30,2,Prn,negative,train,true,train,29,07245daf204ea1664e850ef0d446388a972fc68874782835141e085e634ee2bd
primary,2,32,23189,724,1,30,2,Prn,negative,train,false,balance_excluded,1181,fba7c75a2ccdf1aa2c3d0f2b601c0d1a21118f25db89aabac5c0276c6a112fc2
primary,2,32,23190,724,1,30,2,Prn,negative,train,false,balance_excluded,868,b87f27fd3b17ab7117c83f6b3b2b71f8de3b29441dd87b44bcb92bea6763064d
primary,2,32,23191,724,1,30,2,Prn,negative,train,false,balance_excluded,1038,de8ddbfd1b01a474c4254d0069803269700070f008bd537ed35dc0a37dfc21ce
primary,2,32,23192,724,1,30,2,Prn,negative,train,false,balance_excluded,875,b98b98a707ecb59c4393dc4b99b2e2b769971656be0d9f7db1dd81076721641c
primary,2,32,23193,724,1,30,2,Prn,negative,train,false,balance_excluded,1056,e294fd0172a01f7b4e0a9c36c74ca9512e2cbe079bd211b88d5960425bac6b4a
primary,2,32,23194,724,1,30,2,Prn,negative,train,false,balance_excluded,604,7d85cb8a3574cee2f802a2f99ae163e2c13498e115a92c45ee2f89607b9acf2b
primary,2,32,23195,724,1,30,2,Prn,negative,train,false,balance_excluded,453,5e029bb27aad3232f4c8ad0bbbc32dae33033dc7cfb1cba78d4688b40a2dd0ae
primary,2,32,23196,724,1,30,2,Prn,negative,train,false,balance_excluded,782,a61ceb6384cbfff16434c2dbfc801a22f2017ed9e228bd0439abe2acf583575e
primary,2,32,23197,724,1,30,2,Prn,negative,train,false,balance_excluded,826,b07d1b9f193146097b36e0eaf67a49ed72b04c3875a6b76d8febb9315df1f274
primary,2,32,23198,724,1,30,2,Prn,negative,train,false,balance_excluded,995,d30f786d812df9e3f227e635b724f82d581ea2bb4d4af793d03355025914c999
primary,2,32,23199,724,1,30,2,Prn,negative,train,false,balance_excluded,644,846ad54ef828a30eaf791570a05fd76c9cf40043837a2cdf981241eb98eabe8b
primary,2,32,23200,725,1,30,2,Prn,negative,train,false,balance_excluded,189,25e3bef125af247fa865ac50cfc9f9951deb1333a9d86a7c3fefe797ce6bb49a
primary,2,32,23201,725,1,30,2,Prn,negative,train,false,balance_excluded,774,a46046d51013439b29bfee4a856f00ff3d187f8b127a5d02bb2ad202c2d3f896
primary,2,32,23202,725,1,30,2,Prn,negative,train,true,train,52,0c36cb5699bef89eff7a8f38440e1c86591cab6b570f18914843f08589ed8779
primary,2,32,23203,725,1,30,2,Prn,negative,train,false,balance_excluded,88,1206ef6d7d8f26010f4ae7a989f463473ae50d7a6c714833d8b74b73b8a8a0b1
primary,2,32,23204,725,1,30,2,Prn,negative,train,false,balance_excluded,305,3d64dbc43e27f0b969fd986b99c1a82561629230ba52705d50bee13ea150d7c2
primary,2,32,23205,725,1,30,2,Prn,negative,train,false,balance_excluded,799,a944acf67514905a5e9473a55f18f8bf7b8a8efd200979248d104e160efca45b
primary,2,32,23206,725,1,30,2,Prn,negative,train,false,balance_excluded,679,8be4a1050a84b7a4732fedebb2ca66383d7d1ba7d7f74abb95068c7d02fda99e
primary,2,32,23207,725,1,30,2,Prn,negative,train,false,balance_excluded,1126,efcb57538dc19e6a3b2a19a7ef917e8adeb3a88b4e2a3d3f8bf0290306ecb0bd
primary,2,32,23208,725,1,30,2,Prn,negative,train,false,balance_excluded,1112,edbbd60477a252bcadae0d06aed008c2edeecd9424958950e537d4a5e9c083a9
primary,2,32,23209,725,1,30,2,Prn,negative,train,false,balance_excluded,876,b9bdf8a9f3e543830ae67b451ce97f73bd8d8b99cac5fef1b537a2ceb0907fad
primary,2,32,23210,725,1,30,2,Prn,negative,train,false,balance_excluded,819,ae055489033faf59650badfb4531849e3355a31d048b8cd140c923c2db774469
primary,2,32,23211,725,1,30,2,Prn,negative,train,true,train,9,010332c0fafe96d7823e1c95d34ea8da5abf307e60048cb5ade3de5eb30bd5a9
primary,2,32,23212,725,1,30,2,Prn,negative,train,false,balance_excluded,636,82d91b34ea89e4a0b3086ae9d5863afe6fdb3ec9e50ac3302c6aa4555fffffd7
primary,2,32,23213,725,1,30,2,Prn,negative,train,false,balance_excluded,123,17ec69ce2809a426b45ca4a6c9f156f7a1f21b5c48de0905f4e6728202a69a38
primary,2,32,23214,725,1,30,2,Prn,negative,train,false,balance_excluded,528,6e24706d3261c05f4b4b55e88d4cd9b1b4666fd8fa14cca03ecb4631f6eb309d
primary,2,32,23215,725,1,30,2,Prn,negative,train,false,balance_excluded,1092,e8ff73b1bbf850e56b20ee5f6e287b559eb60160db6f5dce3dc298937c41e94b
primary,2,32,23216,725,1,30,2,Prn,negative,train,false,balance_excluded,1022,daf269072330ac670a1c9f93230da810a638142b6263cccd41b585a0a47e54e8
primary,2,32,23217,725,1,30,2,Prn,negative,train,false,balance_excluded,216,2b48b9f71a4913c9c67f5d8346b132a4d728833052465d16cebc6bdd2fe06397
