sample_index,area,transmit_power_dbm,class_id,class_name,binary_class,reason
20538,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20539,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20540,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20541,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20542,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20543,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20544,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20545,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20546,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20547,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20548,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20549,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20550,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20551,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20552,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20553,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20554,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20555,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20556,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20557,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20558,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20559,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20560,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20561,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20562,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20563,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20564,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20565,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20566,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20567,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20568,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20569,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20570,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20571,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20572,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20573,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20574,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20575,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20576,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20577,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20578,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20579,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20580,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20581,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20582,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20583,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20584,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20585,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20586,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20587,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20588,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20589,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20590,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20591,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20592,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20593,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20594,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20595,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20596,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20597,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20598,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20599,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20600,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20601,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20602,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20603,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20604,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20605,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20606,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20607,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20608,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20609,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20610,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20611,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20612,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20613,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20614,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20615,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20616,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20617,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20618,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20619,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20620,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20621,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20622,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20623,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20624,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20625,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20626,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20627,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20628,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20629,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20630,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20631,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20632,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20633,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20634,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20635,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20636,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20637,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20638,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20639,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20640,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20641,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20642,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20643,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20644,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20645,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20646,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20647,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20648,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20649,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20650,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20651,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20652,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20653,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20654,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20655,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20656,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20657,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20658,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20659,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20660,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20661,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20662,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20663,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20664,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20665,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20666,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20667,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20668,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20669,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20670,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20671,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20672,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20673,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20674,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20675,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20676,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20677,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20678,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20679,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20680,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20681,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20682,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20683,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20684,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20685,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20686,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20687,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20688,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20689,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20690,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20691,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20692,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20693,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20694,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20695,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20696,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20697,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20698,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20699,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20700,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20701,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20702,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20703,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20704,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20705,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20706,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20707,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20708,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20709,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20710,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20711,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20712,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20713,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20714,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20715,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20716,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20717,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20718,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20719,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20720,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20721,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20722,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20723,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20724,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20725,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20726,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20727,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20728,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20729,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20730,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20731,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20732,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20733,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20734,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20735,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20736,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20737,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20738,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20739,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20740,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20741,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20742,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20743,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20744,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20745,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20746,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20747,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20748,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20749,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20750,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20751,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20752,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20753,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20754,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20755,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20756,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20757,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20758,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20759,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20760,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20761,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20762,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20763,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20764,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20765,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20766,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20767,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20768,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20769,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20770,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20771,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20772,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20773,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20774,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20775,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20776,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20777,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20778,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20779,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20780,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20781,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20782,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20783,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20784,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20785,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20786,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20787,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20788,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20789,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20790,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20791,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20792,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20793,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20794,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20795,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20796,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20797,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20798,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20799,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20800,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20801,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20802,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20803,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20804,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20805,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20806,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20807,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20808,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20809,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20810,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20811,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20812,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20813,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20814,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20815,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20816,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20817,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20818,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20819,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20820,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20821,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20822,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20823,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20824,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20825,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20826,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
20827,1,-25,4,Spoof,positive,PRIMARY_EXCLUDED_POWER_NOT_30_OR_40
