scenario,physical_recording_id,block_recording_id,event_id,window_bin_s,target_source_start_s,history_blocks,cadence_seconds,block_end_s,block_start_s,sample_offset,sample_count,block_features_json,context_features_json,linked_prns,linked_pair_count,history_reducer
DS2,DS2,DS2,DS2@405.5,405.5,404.88466964,4,0.5,403.00999999999999;403.50999999999999;404.00999999999999;404.50999999999999,403;403.5;404;404.5,10075000000;10087500000;10100000000;10112500000,250000;250000;250000;250000,"[[14.67625978562808,6.367809973344727,0.13163305396133979,0.7223900000827708],[14.67899395164837,6.37024357182233,0.13190863343988501,0.7229739865101895],[14.681734005079317,6.370712866233151,0.13894215132586296,0.7207769997714776],[14.678691649358267,6.367156145613178,0.12881969940387406,0.7206725652429106]]","[14.678919847928508,6.368980639253346,0.13282588453274047,0.7217033879018371]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@406,406.0,405.38466964,4,0.5,403.50999999999999;404.00999999999999;404.50999999999999;405.00999999999999,403.5;404;404.5;405,10087500000;10100000000;10112500000;10125000000,250000;250000;250000;250000,"[[14.67899395164837,6.37024357182233,0.13190863343988501,0.7229739865101895],[14.681734005079317,6.370712866233151,0.13894215132586296,0.7207769997714776],[14.678691649358267,6.367156145613178,0.12881969940387406,0.7206725652429106],[14.68024106299558,6.3697820427754746,0.13728959037854097,0.7204500601236115]]","[14.679915167270384,6.369473656611033,0.13424001863704074,0.7212184029120473]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@406.5,406.5,405.88466964,4,0.5,404.00999999999999;404.50999999999999;405.00999999999999;405.50999999999999,404;404.5;405;405.5,10100000000;10112500000;10125000000;10137500000,250000;250000;250000;250000,"[[14.681734005079317,6.370712866233151,0.13894215132586296,0.7207769997714776],[14.678691649358267,6.367156145613178,0.12881969940387406,0.7206725652429106],[14.68024106299558,6.3697820427754746,0.13728959037854097,0.7204500601236115],[14.683906898195685,6.378535838956269,0.1304168620060653,0.7208051043304652]]","[14.681143403907214,6.371546723394518,0.1338670757785858,0.7206761823671162]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@407,407.0,406.38466964,4,0.5,404.50999999999999;405.00999999999999;405.50999999999999;406.00999999999999,404.5;405;405.5;406,10112500000;10125000000;10137500000;10150000000,250000;250000;250000;250000,"[[14.678691649358267,6.367156145613178,0.12881969940387406,0.7206725652429106],[14.68024106299558,6.3697820427754746,0.13728959037854097,0.7204500601236115],[14.683906898195685,6.378535838956269,0.1304168620060653,0.7208051043304652],[14.676867515801955,6.368968399198355,0.13188233092419008,0.722392536312027]]","[14.679926781587874,6.37111060663582,0.1321021206781676,0.7210800665022535]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@407.5,407.5,406.88466964,4,0.5,405.00999999999999;405.50999999999999;406.00999999999999;406.50999999999999,405;405.5;406;406.5,10125000000;10137500000;10150000000;10162500000,250000;250000;250000;250000,"[[14.68024106299558,6.3697820427754746,0.13728959037854097,0.7204500601236115],[14.683906898195685,6.378535838956269,0.1304168620060653,0.7208051043304652],[14.676867515801955,6.368968399198355,0.13188233092419008,0.722392536312027],[14.678286044246079,6.372640882297243,0.1338142267278026,0.7215093539742237]]","[14.679825380309826,6.372481790806836,0.13335075250914974,0.7212892636850818]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@408,408.0,407.38466964,4,0.5,405.50999999999999;406.00999999999999;406.50999999999999;407.00999999999999,405.5;406;406.5;407,10137500000;10150000000;10162500000;10175000000,250000;250000;250000;250000,"[[14.683906898195685,6.378535838956269,0.1304168620060653,0.7208051043304652],[14.676867515801955,6.368968399198355,0.13188233092419008,0.722392536312027],[14.678286044246079,6.372640882297243,0.1338142267278026,0.7215093539742237],[14.676942442240742,6.366155914508464,0.13092407517199883,0.721745827114772]]","[14.679000725121115,6.371575258740083,0.13175937370751423,0.721613205432872]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@408.5,408.5,407.88466964,4,0.5,406.00999999999999;406.50999999999999;407.00999999999999;407.50999999999999,406;406.5;407;407.5,10150000000;10162500000;10175000000;10187500000,250000;250000;250000;250000,"[[14.676867515801955,6.368968399198355,0.13188233092419008,0.722392536312027],[14.678286044246079,6.372640882297243,0.1338142267278026,0.7215093539742237],[14.676942442240742,6.366155914508464,0.13092407517199883,0.721745827114772],[14.676998201690745,6.372257778203314,0.12746036378157524,0.7210590421598686]]","[14.67727355099488,6.370005743551844,0.13102024915139168,0.7216766898902229]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@409,409.0,408.38466964,4,0.5,406.50999999999999;407.00999999999999;407.50999999999999;408.00999999999999,406.5;407;407.5;408,10162500000;10175000000;10187500000;10200000000,250000;250000;250000;250000,"[[14.678286044246079,6.372640882297243,0.1338142267278026,0.7215093539742237],[14.676942442240742,6.366155914508464,0.13092407517199883,0.721745827114772],[14.676998201690745,6.372257778203314,0.12746036378157524,0.7210590421598686],[14.68157545613258,6.367574363535013,0.13232133536151663,0.7208933683442851]]","[14.678450536077536,6.3696572346360085,0.1311300002607233,0.7213018978982872]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@409.5,409.5,408.88466964,4,0.5,407.00999999999999;407.50999999999999;408.00999999999999;408.50999999999999,407;407.5;408;408.5,10175000000;10187500000;10200000000;10212500000,250000;250000;250000;250000,"[[14.676942442240742,6.366155914508464,0.13092407517199883,0.721745827114772],[14.676998201690745,6.372257778203314,0.12746036378157524,0.7210590421598686],[14.68157545613258,6.367574363535013,0.13232133536151663,0.7208933683442851],[14.684110105663605,6.376611150309608,0.12844671463757446,0.7203114582198599]]","[14.679906551431918,6.370649801639099,0.1297881222381663,0.7210024239596964]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@410,410.0,409.38466964,4,0.5,407.50999999999999;408.00999999999999;408.50999999999999;409.00999999999999,407.5;408;408.5;409,10187500000;10200000000;10212500000;10225000000,250000;250000;250000;250000,"[[14.676998201690745,6.372257778203314,0.12746036378157524,0.7210590421598686],[14.68157545613258,6.367574363535013,0.13232133536151663,0.7208933683442851],[14.684110105663605,6.376611150309608,0.12844671463757446,0.7203114582198599],[14.676904279253272,6.366871453247707,0.13578005300723114,0.7218271547139805]]","[14.67989701068505,6.37082868632391,0.13100211669697437,0.7210227558594985]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@410.5,410.5,409.88466964,4,0.5,408.00999999999999;408.50999999999999;409.00999999999999;409.50999999999999,408;408.5;409;409.5,10200000000;10212500000;10225000000;10237500000,250000;250000;250000;250000,"[[14.68157545613258,6.367574363535013,0.13232133536151663,0.7208933683442851],[14.684110105663605,6.376611150309608,0.12844671463757446,0.7203114582198599],[14.676904279253272,6.366871453247707,0.13578005300723114,0.7218271547139805],[14.679914495703267,6.36692457084661,0.13395173672110128,0.7226563377986364]]","[14.68062608418818,6.369495384484734,0.13262495993185588,0.7214220797691905]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@411,411.0,410.38466964,4,0.5,408.50999999999999;409.00999999999999;409.50999999999999;410.00999999999999,408.5;409;409.5;410,10212500000;10225000000;10237500000;10250000000,250000;250000;250000;250000,"[[14.684110105663605,6.376611150309608,0.12844671463757446,0.7203114582198599],[14.676904279253272,6.366871453247707,0.13578005300723114,0.7218271547139805],[14.679914495703267,6.36692457084661,0.13395173672110128,0.7226563377986364],[14.673654610436476,6.365298119862183,0.12816032809208378,0.7214932618588195]]","[14.678645872764154,6.3689263235665265,0.13158470811449766,0.721572053147824]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@411.5,411.5,410.88466964,4,0.5,409.00999999999999;409.50999999999999;410.00999999999999;410.50999999999999,409;409.5;410;410.5,10225000000;10237500000;10250000000;10262500000,250000;250000;250000;250000,"[[14.676904279253272,6.366871453247707,0.13578005300723114,0.7218271547139805],[14.679914495703267,6.36692457084661,0.13395173672110128,0.7226563377986364],[14.673654610436476,6.365298119862183,0.12816032809208378,0.7214932618588195],[14.681792873330068,6.372120427423725,0.1277652633445816,0.72043045471522]]","[14.678066564680769,6.367803642845056,0.13141434529124946,0.721601802271664]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@412,412.0,411.38466964,4,0.5,409.50999999999999;410.00999999999999;410.50999999999999;411.00999999999999,409.5;410;410.5;411,10237500000;10250000000;10262500000;10275000000,250000;250000;250000;250000,"[[14.679914495703267,6.36692457084661,0.13395173672110128,0.7226563377986364],[14.673654610436476,6.365298119862183,0.12816032809208378,0.7214932618588195],[14.681792873330068,6.372120427423725,0.1277652633445816,0.72043045471522],[14.677298133406849,6.369299751590686,0.13075759800448578,0.7187112364619963]]","[14.678165028219166,6.368410717430802,0.13015873154056312,0.7208228227086682]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@412.5,412.5,411.88466964,4,0.5,410.00999999999999;410.50999999999999;411.00999999999999;411.50999999999999,410;410.5;411;411.5,10250000000;10262500000;10275000000;10287500000,250000;250000;250000;250000,"[[14.673654610436476,6.365298119862183,0.12816032809208378,0.7214932618588195],[14.681792873330068,6.372120427423725,0.1277652633445816,0.72043045471522],[14.677298133406849,6.369299751590686,0.13075759800448578,0.7187112364619963],[14.678714614372128,6.371829785391548,0.13072926028751414,0.7203972391695126]]","[14.677865057886379,6.369637021067035,0.12935311243216632,0.7202580480513872]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@413,413.0,412.38466964,4,0.5,410.50999999999999;411.00999999999999;411.50999999999999;412.00999999999999,410.5;411;411.5;412,10262500000;10275000000;10287500000;10300000000,250000;250000;250000;250000,"[[14.681792873330068,6.372120427423725,0.1277652633445816,0.72043045471522],[14.677298133406849,6.369299751590686,0.13075759800448578,0.7187112364619963],[14.678714614372128,6.371829785391548,0.13072926028751414,0.7203972391695126],[14.683937145648759,6.3694758994548835,0.13692756776375353,0.7212961020403809]]","[14.68043569168945,6.370681465965211,0.13154492235008375,0.7202087580967774]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@413.5,413.5,412.88466964,4,0.5,411.00999999999999;411.50999999999999;412.00999999999999;412.50999999999999,411;411.5;412;412.5,10275000000;10287500000;10300000000;10312500000,250000;250000;250000;250000,"[[14.677298133406849,6.369299751590686,0.13075759800448578,0.7187112364619963],[14.678714614372128,6.371829785391548,0.13072926028751414,0.7203972391695126],[14.683937145648759,6.3694758994548835,0.13692756776375353,0.7212961020403809],[14.676169944034005,6.369976949304397,0.1339112125482412,0.7195587597036185]]","[14.679029959365433,6.370145596435379,0.13308140965099866,0.719990834343877]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@414,414.0,413.38466964,4,0.5,411.50999999999999;412.00999999999999;412.50999999999999;413.00999999999999,411.5;412;412.5;413,10287500000;10300000000;10312500000;10325000000,250000;250000;250000;250000,"[[14.678714614372128,6.371829785391548,0.13072926028751414,0.7203972391695126],[14.683937145648759,6.3694758994548835,0.13692756776375353,0.7212961020403809],[14.676169944034005,6.369976949304397,0.1339112125482412,0.7195587597036185],[14.679280897992125,6.368569632163442,0.1281078941937776,0.7210519564546684]]","[14.679525650511756,6.369963066578568,0.1324189836983216,0.7205760143420451]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@414.5,414.5,413.88466964,4,0.5,412.00999999999999;412.50999999999999;413.00999999999999;413.50999999999999,412;412.5;413;413.5,10300000000;10312500000;10325000000;10337500000,250000;250000;250000;250000,"[[14.683937145648759,6.3694758994548835,0.13692756776375353,0.7212961020403809],[14.676169944034005,6.369976949304397,0.1339112125482412,0.7195587597036185],[14.679280897992125,6.368569632163442,0.1281078941937776,0.7210519564546684],[14.681446174616829,6.373098998664245,0.131874242484103,0.7193680813840898]]","[14.680208540572929,6.370280369896742,0.13270522924746883,0.7203187248956894]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@415,415.0,414.38466964,4,0.5,412.50999999999999;413.00999999999999;413.50999999999999;414.00999999999999,412.5;413;413.5;414,10312500000;10325000000;10337500000;10350000000,250000;250000;250000;250000,"[[14.676169944034005,6.369976949304397,0.1339112125482412,0.7195587597036185],[14.679280897992125,6.368569632163442,0.1281078941937776,0.7210519564546684],[14.681446174616829,6.373098998664245,0.131874242484103,0.7193680813840898],[14.676244251683405,6.367397267486892,0.1331407810079943,0.7202464655144112]]","[14.678285317081592,6.369760711904744,0.13175853255852904,0.720056315764197]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@415.5,415.5,414.88466964,4,0.5,413.00999999999999;413.50999999999999;414.00999999999999;414.50999999999999,413;413.5;414;414.5,10325000000;10337500000;10350000000;10362500000,250000;250000;250000;250000,"[[14.679280897992125,6.368569632163442,0.1281078941937776,0.7210519564546684],[14.681446174616829,6.373098998664245,0.131874242484103,0.7193680813840898],[14.676244251683405,6.367397267486892,0.1331407810079943,0.7202464655144112],[14.681207334420156,6.371808698675139,0.12886088345336255,0.7199332509718482]]","[14.67954466467813,6.3702186492474295,0.13049595028480937,0.7201499385812544]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@416,416.0,415.38466964,4,0.5,413.50999999999999;414.00999999999999;414.50999999999999;415.00999999999999,413.5;414;414.5;415,10337500000;10350000000;10362500000;10375000000,250000;250000;250000;250000,"[[14.681446174616829,6.373098998664245,0.131874242484103,0.7193680813840898],[14.676244251683405,6.367397267486892,0.1331407810079943,0.7202464655144112],[14.681207334420156,6.371808698675139,0.12886088345336255,0.7199332509718482],[14.682928774662246,6.370724296527903,0.13194558288488858,0.7207076327026495]]","[14.680456633845658,6.370757315338545,0.13145537245758712,0.7200638576432496]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@416.5,416.5,415.88466964,4,0.5,414.00999999999999;414.50999999999999;415.00999999999999;415.50999999999999,414;414.5;415;415.5,10350000000;10362500000;10375000000;10387500000,250000;250000;250000;250000,"[[14.676244251683405,6.367397267486892,0.1331407810079943,0.7202464655144112],[14.681207334420156,6.371808698675139,0.12886088345336255,0.7199332509718482],[14.682928774662246,6.370724296527903,0.13194558288488858,0.7207076327026495],[14.679308366851927,6.368422068338521,0.13088253423344515,0.7213668128557327]]","[14.679922181904434,6.369588082757113,0.13120744539492263,0.7205635405111603]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@417,417.0,416.38466964,4,0.5,414.50999999999999;415.00999999999999;415.50999999999999;416.00999999999999,414.5;415;415.5;416,10362500000;10375000000;10387500000;10400000000,250000;250000;250000;250000,"[[14.681207334420156,6.371808698675139,0.12886088345336255,0.7199332509718482],[14.682928774662246,6.370724296527903,0.13194558288488858,0.7207076327026495],[14.679308366851927,6.368422068338521,0.13088253423344515,0.7213668128557327],[14.681885744746085,6.371553507705365,0.13510494596508532,0.7197204687819074]]","[14.681332555170103,6.370627142811732,0.1316984866341954,0.7204320413280345]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@417.5,417.5,416.88466964,4,0.5,415.00999999999999;415.50999999999999;416.00999999999999;416.50999999999999,415;415.5;416;416.5,10375000000;10387500000;10400000000;10412500000,250000;250000;250000;250000,"[[14.682928774662246,6.370724296527903,0.13194558288488858,0.7207076327026495],[14.679308366851927,6.368422068338521,0.13088253423344515,0.7213668128557327],[14.681885744746085,6.371553507705365,0.13510494596508532,0.7197204687819074],[14.68100892792031,6.3747871799273215,0.1299914668939678,0.7190390583357216]]","[14.681282953545141,6.3713717631247775,0.13198113249434673,0.7202084931690027]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@418,418.0,417.38466964,4,0.5,415.50999999999999;416.00999999999999;416.50999999999999;417.00999999999999,415.5;416;416.5;417,10387500000;10400000000;10412500000;10425000000,250000;250000;250000;250000,"[[14.679308366851927,6.368422068338521,0.13088253423344515,0.7213668128557327],[14.681885744746085,6.371553507705365,0.13510494596508532,0.7197204687819074],[14.68100892792031,6.3747871799273215,0.1299914668939678,0.7190390583357216],[14.6779429079636,6.375504193214842,0.13789258790327544,0.7182893557718526]]","[14.68003648687048,6.372566737296512,0.13346788374894342,0.7196039239363035]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@418.5,418.5,417.88466964,4,0.5,416.00999999999999;416.50999999999999;417.00999999999999;417.50999999999999,416;416.5;417;417.5,10400000000;10412500000;10425000000;10437500000,250000;250000;250000;250000,"[[14.681885744746085,6.371553507705365,0.13510494596508532,0.7197204687819074],[14.68100892792031,6.3747871799273215,0.1299914668939678,0.7190390583357216],[14.6779429079636,6.375504193214842,0.13789258790327544,0.7182893557718526],[14.680090540852621,6.370669548064186,0.12911829091514596,0.7200269046337415]]","[14.680232030370654,6.373128607227929,0.13302682291936863,0.7192689468808058]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@419,419.0,418.38466964,4,0.5,416.50999999999999;417.00999999999999;417.50999999999999;418.00999999999999,416.5;417;417.5;418,10412500000;10425000000;10437500000;10450000000,250000;250000;250000;250000,"[[14.68100892792031,6.3747871799273215,0.1299914668939678,0.7190390583357216],[14.6779429079636,6.375504193214842,0.13789258790327544,0.7182893557718526],[14.680090540852621,6.370669548064186,0.12911829091514596,0.7200269046337415],[14.683498337528102,6.3747929032138435,0.12974563757941573,0.7192283868063905]]","[14.680635178566158,6.373938456105049,0.1316869958229512,0.7191459263869266]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@419.5,419.5,418.88466964,4,0.5,417.00999999999999;417.50999999999999;418.00999999999999;418.50999999999999,417;417.5;418;418.5,10425000000;10437500000;10450000000;10462500000,250000;250000;250000;250000,"[[14.6779429079636,6.375504193214842,0.13789258790327544,0.7182893557718526],[14.680090540852621,6.370669548064186,0.12911829091514596,0.7200269046337415],[14.683498337528102,6.3747929032138435,0.12974563757941573,0.7192283868063905],[14.678160682025023,6.369152370222128,0.12958476396891663,0.7204258432763677]]","[14.679923117092336,6.37252975367875,0.13158532009168844,0.7194926226220881]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@420,420.0,419.38466964,4,0.5,417.50999999999999;418.00999999999999;418.50999999999999;419.00999999999999,417.5;418;418.5;419,10437500000;10450000000;10462500000;10475000000,250000;250000;250000;250000,"[[14.680090540852621,6.370669548064186,0.12911829091514596,0.7200269046337415],[14.683498337528102,6.3747929032138435,0.12974563757941573,0.7192283868063905],[14.678160682025023,6.369152370222128,0.12958476396891663,0.7204258432763677],[14.674265409486019,6.366503917951409,0.13318963700223918,0.7210075096084797]]","[14.679003742472942,6.370279684862892,0.13040958236642938,0.7201721610812448]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@420.5,420.5,419.88466964,4,0.5,418.00999999999999;418.50999999999999;419.00999999999999;419.50999999999999,418;418.5;419;419.5,10450000000;10462500000;10475000000;10487500000,250000;250000;250000;250000,"[[14.683498337528102,6.3747929032138435,0.12974563757941573,0.7192283868063905],[14.678160682025023,6.369152370222128,0.12958476396891663,0.7204258432763677],[14.674265409486019,6.366503917951409,0.13318963700223918,0.7210075096084797],[14.677159369553817,6.3702116220130796,0.13375044524471905,0.7192576114613044]]","[14.67827094964824,6.3701652033501155,0.13156762094882266,0.7199798377881356]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@421,421.0,420.38466964,4,0.5,418.50999999999999;419.00999999999999;419.50999999999999;420.00999999999999,418.5;419;419.5;420,10462500000;10475000000;10487500000;10500000000,250000;250000;250000;250000,"[[14.678160682025023,6.369152370222128,0.12958476396891663,0.7204258432763677],[14.674265409486019,6.366503917951409,0.13318963700223918,0.7210075096084797],[14.677159369553817,6.3702116220130796,0.13375044524471905,0.7192576114613044],[14.678310326968717,6.367708627359531,0.13193503974456486,0.7196595226303122]]","[14.676973947008392,6.368394134386537,0.13211497149010992,0.7200876217441161]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@421.5,421.5,420.88466964,4,0.5,419.00999999999999;419.50999999999999;420.00999999999999;420.50999999999999,419;419.5;420;420.5,10475000000;10487500000;10500000000;10512500000,250000;250000;250000;250000,"[[14.674265409486019,6.366503917951409,0.13318963700223918,0.7210075096084797],[14.677159369553817,6.3702116220130796,0.13375044524471905,0.7192576114613044],[14.678310326968717,6.367708627359531,0.13193503974456486,0.7196595226303122],[14.679242927508916,6.367352684880875,0.1313910025651476,0.7225622021174196]]","[14.677244508379367,6.367944213051223,0.13256653113916766,0.7206217114543789]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@422,422.0,421.38466964,4,0.5,419.50999999999999;420.00999999999999;420.50999999999999;421.00999999999999,419.5;420;420.5;421,10487500000;10500000000;10512500000;10525000000,250000;250000;250000;250000,"[[14.677159369553817,6.3702116220130796,0.13375044524471905,0.7192576114613044],[14.678310326968717,6.367708627359531,0.13193503974456486,0.7196595226303122],[14.679242927508916,6.367352684880875,0.1313910025651476,0.7225622021174196],[14.680777095368247,6.37200658728828,0.1300073549895752,0.7198940703808062]]","[14.678872429849925,6.369319880385441,0.13177096063600166,0.7203433516474606]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@422.5,422.5,421.88466964,4,0.5,420.00999999999999;420.50999999999999;421.00999999999999;421.50999999999999,420;420.5;421;421.5,10500000000;10512500000;10525000000;10537500000,250000;250000;250000;250000,"[[14.678310326968717,6.367708627359531,0.13193503974456486,0.7196595226303122],[14.679242927508916,6.367352684880875,0.1313910025651476,0.7225622021174196],[14.680777095368247,6.37200658728828,0.1300073549895752,0.7198940703808062],[14.684127042347113,6.374150720535517,0.13172494263865925,0.720370057432429]]","[14.680614348048248,6.370304655016051,0.13126458498448673,0.7206214631402418]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@423,423.0,422.38466964,4,0.5,420.50999999999999;421.00999999999999;421.50999999999999;422.00999999999999,420.5;421;421.5;422,10512500000;10525000000;10537500000;10550000000,250000;250000;250000;250000,"[[14.679242927508916,6.367352684880875,0.1313910025651476,0.7225622021174196],[14.680777095368247,6.37200658728828,0.1300073549895752,0.7198940703808062],[14.684127042347113,6.374150720535517,0.13172494263865925,0.720370057432429],[14.678334898506403,6.3679881981977005,0.13150162021856435,0.7210795001127819]]","[14.680620490932672,6.370374547725593,0.1311562301029866,0.7209764575108591]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@423.5,423.5,422.88466964,4,0.5,421.00999999999999;421.50999999999999;422.00999999999999;422.50999999999999,421;421.5;422;422.5,10525000000;10537500000;10550000000;10562500000,250000;250000;250000;250000,"[[14.680777095368247,6.37200658728828,0.1300073549895752,0.7198940703808062],[14.684127042347113,6.374150720535517,0.13172494263865925,0.720370057432429],[14.678334898506403,6.3679881981977005,0.13150162021856435,0.7210795001127819],[14.680593498879146,6.37455711916365,0.12955486834426352,0.7184526461624242]]","[14.680958133775228,6.372175656296287,0.1306971965477656,0.7199490685221103]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@424,424.0,423.38466964,4,0.5,421.50999999999999;422.00999999999999;422.50999999999999;423.00999999999999,421.5;422;422.5;423,10537500000;10550000000;10562500000;10575000000,250000;250000;250000;250000,"[[14.684127042347113,6.374150720535517,0.13172494263865925,0.720370057432429],[14.678334898506403,6.3679881981977005,0.13150162021856435,0.7210795001127819],[14.680593498879146,6.37455711916365,0.12955486834426352,0.7184526461624242],[14.67634535556321,6.369005792853482,0.12953725814603054,0.721560783625426]]","[14.679850198823967,6.371425457687588,0.13057967233687942,0.7203657468332653]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@424.5,424.5,423.88466964,4,0.5,422.00999999999999;422.50999999999999;423.00999999999999;423.50999999999999,422;422.5;423;423.5,10550000000;10562500000;10575000000;10587500000,250000;250000;250000;250000,"[[14.678334898506403,6.3679881981977005,0.13150162021856435,0.7210795001127819],[14.680593498879146,6.37455711916365,0.12955486834426352,0.7184526461624242],[14.67634535556321,6.369005792853482,0.12953725814603054,0.721560783625426],[14.684172657404634,6.374252591069907,0.13467323090935004,0.7201011733503451]]","[14.679861602588346,6.371450925321185,0.1313167444045521,0.7202985258127443]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
DS2,DS2,DS2,DS2@425,425.0,424.38466964,4,0.5,422.50999999999999;423.00999999999999;423.50999999999999;424.00999999999999,422.5;423;423.5;424,10562500000;10575000000;10587500000;10600000000,250000;250000;250000;250000,"[[14.680593498879146,6.37455711916365,0.12955486834426352,0.7184526461624242],[14.67634535556321,6.369005792853482,0.12953725814603054,0.721560783625426],[14.684172657404634,6.374252591069907,0.13467323090935004,0.7201011733503451],[14.682023831250858,6.373978939373381,0.1369718038295475,0.7206946421656485]]","[14.680783835774463,6.372948610615105,0.1326842903072979,0.720202311325961]",G03;G06;G07;G08;G10;G13;G16;G19;G20;G23;G30,11,arithmetic_mean_per_feature
