channel,cur_to_next_samples,next_sample_count,prev_to_cur_samples,previous_sample_count,prn,role,sample_count,tracker_row
epl_tracking_ch_10,25000,4405111507,25000,4405061507,24,calibration,4405086507,79810
epl_tracking_ch_10,25000,4405136507,25000,4405086507,24,calibration,4405111507,79811
epl_tracking_ch_10,25000,4405161507,25000,4405111507,24,calibration,4405136507,79812
epl_tracking_ch_10,25000,4405186507,25000,4405136507,24,calibration,4405161507,79813
epl_tracking_ch_10,25000,4405211507,25000,4405161507,24,calibration,4405186507,79814
epl_tracking_ch_10,25000,4405236507,25000,4405186507,24,calibration,4405211507,79815
epl_tracking_ch_10,25000,4405261507,25000,4405211507,24,calibration,4405236507,79816
epl_tracking_ch_10,25000,4405286507,25000,4405236507,24,calibration,4405261507,79817
epl_tracking_ch_10,25000,4405311507,25000,4405261507,24,calibration,4405286507,79818
epl_tracking_ch_10,25000,4405336507,25000,4405286507,24,calibration,4405311507,79819
epl_tracking_ch_10,25000,4405361507,25000,4405311507,24,calibration,4405336507,79820
epl_tracking_ch_10,25000,4405386507,25000,4405336507,24,calibration,4405361507,79821
epl_tracking_ch_10,25000,4405411507,25000,4405361507,24,calibration,4405386507,79822
epl_tracking_ch_10,25000,4405436507,25000,4405386507,24,calibration,4405411507,79823
epl_tracking_ch_10,25000,4405461507,25000,4405411507,24,calibration,4405436507,79824
epl_tracking_ch_10,25000,4405486507,25000,4405436507,24,calibration,4405461507,79825
epl_tracking_ch_10,25001,4405511508,25000,4405461507,24,calibration,4405486507,79826
epl_tracking_ch_10,25000,4405536508,25001,4405486507,24,calibration,4405511508,79827
epl_tracking_ch_10,25000,4405561508,25000,4405511508,24,calibration,4405536508,79828
epl_tracking_ch_10,25000,4405586508,25000,4405536508,24,calibration,4405561508,79829
epl_tracking_ch_10,25000,4405611508,25000,4405561508,24,calibration,4405586508,79830
epl_tracking_ch_10,25000,4405636508,25000,4405586508,24,calibration,4405611508,79831
epl_tracking_ch_10,25000,4405661508,25000,4405611508,24,calibration,4405636508,79832
epl_tracking_ch_10,25000,4405686508,25000,4405636508,24,calibration,4405661508,79833
epl_tracking_ch_10,25000,4405711508,25000,4405661508,24,calibration,4405686508,79834
epl_tracking_ch_10,25000,4405736508,25000,4405686508,24,calibration,4405711508,79835
epl_tracking_ch_10,25000,4405761508,25000,4405711508,24,calibration,4405736508,79836
epl_tracking_ch_10,25000,4405786508,25000,4405736508,24,calibration,4405761508,79837
epl_tracking_ch_10,25000,4405811508,25000,4405761508,24,calibration,4405786508,79838
epl_tracking_ch_10,25000,4405836508,25000,4405786508,24,calibration,4405811508,79839
epl_tracking_ch_10,25000,4405861508,25000,4405811508,24,calibration,4405836508,79840
epl_tracking_ch_10,25000,4405886508,25000,4405836508,24,calibration,4405861508,79841
epl_tracking_ch_10,25000,4405911508,25000,4405861508,24,calibration,4405886508,79842
epl_tracking_ch_10,25000,4405936508,25000,4405886508,24,calibration,4405911508,79843
epl_tracking_ch_10,25000,4405961508,25000,4405911508,24,calibration,4405936508,79844
epl_tracking_ch_10,25000,4405986508,25000,4405936508,24,calibration,4405961508,79845
epl_tracking_ch_10,25000,4406011508,25000,4405961508,24,calibration,4405986508,79846
epl_tracking_ch_10,25000,4406036508,25000,4405986508,24,calibration,4406011508,79847
epl_tracking_ch_10,25001,4406061509,25000,4406011508,24,calibration,4406036508,79848
epl_tracking_ch_10,25000,4406086509,25001,4406036508,24,calibration,4406061509,79849
epl_tracking_ch_10,25000,4406111509,25000,4406061509,24,calibration,4406086509,79850
epl_tracking_ch_10,25000,4406136509,25000,4406086509,24,calibration,4406111509,79851
epl_tracking_ch_10,25000,4406161509,25000,4406111509,24,calibration,4406136509,79852
epl_tracking_ch_10,25000,4406186509,25000,4406136509,24,calibration,4406161509,79853
epl_tracking_ch_10,25000,4406211509,25000,4406161509,24,calibration,4406186509,79854
epl_tracking_ch_10,25000,4406236509,25000,4406186509,24,calibration,4406211509,79855
epl_tracking_ch_10,25000,4406261509,25000,4406211509,24,calibration,4406236509,79856
epl_tracking_ch_10,25000,5099682526,25000,5099632526,18,calibration,5099657526,95767
epl_tracking_ch_10,25000,5099707526,25000,5099657526,18,calibration,5099682526,95768
epl_tracking_ch_10,25000,5099732526,25000,5099682526,18,calibration,5099707526,95769
epl_tracking_ch_10,25000,5099757526,25000,5099707526,18,calibration,5099732526,95770
epl_tracking_ch_10,25000,5099782526,25000,5099732526,18,calibration,5099757526,95771
epl_tracking_ch_10,25000,5099807526,25000,5099757526,18,calibration,5099782526,95772
epl_tracking_ch_10,25000,5099832526,25000,5099782526,18,calibration,5099807526,95773
epl_tracking_ch_10,25000,5099857526,25000,5099807526,18,calibration,5099832526,95774
epl_tracking_ch_10,25000,5099882526,25000,5099832526,18,calibration,5099857526,95775
epl_tracking_ch_10,25000,5099907526,25000,5099857526,18,calibration,5099882526,95776
epl_tracking_ch_10,25000,5099932526,25000,5099882526,18,calibration,5099907526,95777
epl_tracking_ch_10,25000,5099957526,25000,5099907526,18,calibration,5099932526,95778
epl_tracking_ch_10,25000,5099982526,25000,5099932526,18,calibration,5099957526,95779
epl_tracking_ch_10,25000,5100007526,25000,5099957526,18,calibration,5099982526,95780
epl_tracking_ch_10,25000,5100032526,25000,5099982526,18,calibration,5100007526,95781
epl_tracking_ch_10,25000,5100057526,25000,5100007526,18,calibration,5100032526,95782
epl_tracking_ch_10,25001,5100082527,25000,5100032526,18,calibration,5100057526,95783
epl_tracking_ch_10,25000,5100107527,25001,5100057526,18,calibration,5100082527,95784
epl_tracking_ch_10,25000,5100132527,25000,5100082527,18,calibration,5100107527,95785
epl_tracking_ch_10,25000,5100157527,25000,5100107527,18,calibration,5100132527,95786
epl_tracking_ch_10,25000,5100182527,25000,5100132527,18,calibration,5100157527,95787
epl_tracking_ch_10,25000,5100207527,25000,5100157527,18,calibration,5100182527,95788
epl_tracking_ch_10,25000,5100232527,25000,5100182527,18,calibration,5100207527,95789
epl_tracking_ch_10,25000,5100257527,25000,5100207527,18,calibration,5100232527,95790
epl_tracking_ch_10,25000,5100282527,25000,5100232527,18,calibration,5100257527,95791
epl_tracking_ch_10,25000,5100307527,25000,5100257527,18,calibration,5100282527,95792
epl_tracking_ch_10,25000,5100332527,25000,5100282527,18,calibration,5100307527,95793
epl_tracking_ch_10,25000,5100357527,25000,5100307527,18,calibration,5100332527,95794
epl_tracking_ch_10,25000,5100382527,25000,5100332527,18,calibration,5100357527,95795
epl_tracking_ch_10,25000,5100407527,25000,5100357527,18,calibration,5100382527,95796
epl_tracking_ch_10,25000,5100432527,25000,5100382527,18,calibration,5100407527,95797
epl_tracking_ch_10,25000,5100457527,25000,5100407527,18,calibration,5100432527,95798
epl_tracking_ch_10,25001,5100482528,25000,5100432527,18,calibration,5100457527,95799
epl_tracking_ch_10,25000,5100507528,25001,5100457527,18,calibration,5100482528,95800
epl_tracking_ch_10,25000,5100532528,25000,5100482528,18,calibration,5100507528,95801
epl_tracking_ch_10,25000,5100557528,25000,5100507528,18,calibration,5100532528,95802
epl_tracking_ch_10,25000,5100582528,25000,5100532528,18,calibration,5100557528,95803
epl_tracking_ch_10,25000,5100607528,25000,5100557528,18,calibration,5100582528,95804
epl_tracking_ch_10,25000,5100632528,25000,5100582528,18,calibration,5100607528,95805
epl_tracking_ch_10,25000,5100657528,25000,5100607528,18,calibration,5100632528,95806
epl_tracking_ch_10,25000,5100682528,25000,5100632528,18,calibration,5100657528,95807
epl_tracking_ch_10,25000,5100707528,25000,5100657528,18,calibration,5100682528,95808
epl_tracking_ch_10,25000,5100732528,25000,5100682528,18,calibration,5100707528,95809
epl_tracking_ch_10,25000,5100757528,25000,5100707528,18,calibration,5100732528,95810
epl_tracking_ch_10,25000,5100782528,25000,5100732528,18,calibration,5100757528,95811
epl_tracking_ch_10,25000,5100807528,25000,5100757528,18,calibration,5100782528,95812
epl_tracking_ch_10,25000,5100832528,25000,5100782528,18,calibration,5100807528,95813
epl_tracking_ch_10,25000,5100857528,25000,5100807528,18,calibration,5100832528,95814
epl_tracking_ch_10,25000,5100882528,25000,5100832528,18,calibration,5100857528,95815
epl_tracking_ch_10,25001,5100907529,25000,5100857528,18,calibration,5100882528,95816
epl_tracking_ch_10,25000,5812948017,25000,5812898017,1,calibration,5812923017,111728
epl_tracking_ch_10,25000,5812973017,25000,5812923017,1,calibration,5812948017,111729
epl_tracking_ch_10,25000,5812998017,25000,5812948017,1,calibration,5812973017,111730
epl_tracking_ch_10,25000,5813023017,25000,5812973017,1,calibration,5812998017,111731
epl_tracking_ch_10,25000,5813048017,25000,5812998017,1,calibration,5813023017,111732
epl_tracking_ch_10,25000,5813073017,25000,5813023017,1,calibration,5813048017,111733
epl_tracking_ch_10,25000,5813098017,25000,5813048017,1,calibration,5813073017,111734
epl_tracking_ch_10,25000,5813123017,25000,5813073017,1,calibration,5813098017,111735
epl_tracking_ch_10,25000,5813148017,25000,5813098017,1,calibration,5813123017,111736
epl_tracking_ch_10,25000,5813173017,25000,5813123017,1,calibration,5813148017,111737
epl_tracking_ch_10,25000,5813198017,25000,5813148017,1,calibration,5813173017,111738
epl_tracking_ch_10,25000,5813223017,25000,5813173017,1,calibration,5813198017,111739
epl_tracking_ch_10,25000,5813248017,25000,5813198017,1,calibration,5813223017,111740
epl_tracking_ch_10,25000,5813273017,25000,5813223017,1,calibration,5813248017,111741
epl_tracking_ch_10,25000,5813298017,25000,5813248017,1,calibration,5813273017,111742
epl_tracking_ch_10,25000,5813323017,25000,5813273017,1,calibration,5813298017,111743
epl_tracking_ch_10,25000,5813348017,25000,5813298017,1,calibration,5813323017,111744
epl_tracking_ch_10,25000,5813373017,25000,5813323017,1,calibration,5813348017,111745
epl_tracking_ch_10,25000,5813398017,25000,5813348017,1,calibration,5813373017,111746
epl_tracking_ch_10,25000,5813423017,25000,5813373017,1,calibration,5813398017,111747
epl_tracking_ch_10,25001,5813448018,25000,5813398017,1,calibration,5813423017,111748
epl_tracking_ch_10,25000,5813473018,25001,5813423017,1,calibration,5813448018,111749
epl_tracking_ch_10,25000,5813498018,25000,5813448018,1,calibration,5813473018,111750
epl_tracking_ch_10,25000,5813523018,25000,5813473018,1,calibration,5813498018,111751
epl_tracking_ch_10,25000,5813548018,25000,5813498018,1,calibration,5813523018,111752
epl_tracking_ch_10,25000,5813573018,25000,5813523018,1,calibration,5813548018,111753
epl_tracking_ch_10,25000,5813598018,25000,5813548018,1,calibration,5813573018,111754
epl_tracking_ch_10,25000,5813623018,25000,5813573018,1,calibration,5813598018,111755
epl_tracking_ch_10,25000,5813648018,25000,5813598018,1,calibration,5813623018,111756
epl_tracking_ch_10,25000,5813673018,25000,5813623018,1,calibration,5813648018,111757
epl_tracking_ch_10,25000,5813698018,25000,5813648018,1,calibration,5813673018,111758
epl_tracking_ch_10,25000,5813723018,25000,5813673018,1,calibration,5813698018,111759
epl_tracking_ch_10,25000,5813748018,25000,5813698018,1,calibration,5813723018,111760
epl_tracking_ch_10,25000,5813773018,25000,5813723018,1,calibration,5813748018,111761
epl_tracking_ch_10,25000,5813798018,25000,5813748018,1,calibration,5813773018,111762
epl_tracking_ch_10,25000,5813823018,25000,5813773018,1,calibration,5813798018,111763
epl_tracking_ch_10,25000,5813848018,25000,5813798018,1,calibration,5813823018,111764
epl_tracking_ch_10,25000,5813873018,25000,5813823018,1,calibration,5813848018,111765
epl_tracking_ch_10,25000,5813898018,25000,5813848018,1,calibration,5813873018,111766
epl_tracking_ch_10,25000,5813923018,25000,5813873018,1,calibration,5813898018,111767
epl_tracking_ch_10,25000,5813948018,25000,5813898018,1,calibration,5813923018,111768
epl_tracking_ch_10,25000,5813973018,25000,5813923018,1,calibration,5813948018,111769
epl_tracking_ch_10,25000,5813998018,25000,5813948018,1,calibration,5813973018,111770
epl_tracking_ch_10,25000,5814023018,25000,5813973018,1,calibration,5813998018,111771
epl_tracking_ch_10,25000,5814048018,25000,5813998018,1,calibration,5814023018,111772
epl_tracking_ch_10,25000,5814073018,25000,5814023018,1,calibration,5814048018,111773
epl_tracking_ch_10,25000,5814098018,25000,5814048018,1,calibration,5814073018,111774
epl_tracking_ch_10,25000,5814123018,25000,5814073018,1,calibration,5814098018,111775
epl_tracking_ch_10,25000,5814148018,25000,5814098018,1,calibration,5814123018,111776
epl_tracking_ch_10,25000,5814173018,25000,5814123018,1,calibration,5814148018,111777
epl_tracking_ch_10,25000,9023885076,25000,9023835076,25,holdout,9023860076,157111
epl_tracking_ch_10,25000,9023910076,25000,9023860076,25,holdout,9023885076,157112
epl_tracking_ch_10,25000,9023935076,25000,9023885076,25,holdout,9023910076,157113
epl_tracking_ch_10,25000,9023960076,25000,9023910076,25,holdout,9023935076,157114
epl_tracking_ch_10,25000,9023985076,25000,9023935076,25,holdout,9023960076,157115
epl_tracking_ch_10,25000,9024010076,25000,9023960076,25,holdout,9023985076,157116
epl_tracking_ch_10,25000,9024035076,25000,9023985076,25,holdout,9024010076,157117
epl_tracking_ch_10,25000,9024060076,25000,9024010076,25,holdout,9024035076,157118
epl_tracking_ch_10,25000,9024085076,25000,9024035076,25,holdout,9024060076,157119
epl_tracking_ch_10,25000,9024110076,25000,9024060076,25,holdout,9024085076,157120
epl_tracking_ch_10,25000,9024135076,25000,9024085076,25,holdout,9024110076,157121
epl_tracking_ch_10,25000,9024160076,25000,9024110076,25,holdout,9024135076,157122
epl_tracking_ch_10,25000,9024185076,25000,9024135076,25,holdout,9024160076,157123
epl_tracking_ch_10,24999,9024210075,25000,9024160076,25,holdout,9024185076,157124
epl_tracking_ch_10,25000,9024235075,24999,9024185076,25,holdout,9024210075,157125
epl_tracking_ch_10,25000,9024260075,25000,9024210075,25,holdout,9024235075,157126
epl_tracking_ch_10,25000,9024285075,25000,9024235075,25,holdout,9024260075,157127
epl_tracking_ch_10,25000,9024310075,25000,9024260075,25,holdout,9024285075,157128
epl_tracking_ch_10,25000,9024335075,25000,9024285075,25,holdout,9024310075,157129
epl_tracking_ch_10,25000,9024360075,25000,9024310075,25,holdout,9024335075,157130
epl_tracking_ch_10,25000,9024385075,25000,9024335075,25,holdout,9024360075,157131
epl_tracking_ch_10,25000,9024410075,25000,9024360075,25,holdout,9024385075,157132
epl_tracking_ch_10,25000,9024435075,25000,9024385075,25,holdout,9024410075,157133
epl_tracking_ch_10,25000,9024460075,25000,9024410075,25,holdout,9024435075,157134
epl_tracking_ch_10,25000,9024485075,25000,9024435075,25,holdout,9024460075,157135
epl_tracking_ch_10,25000,9024510075,25000,9024460075,25,holdout,9024485075,157136
epl_tracking_ch_10,25000,9024535075,25000,9024485075,25,holdout,9024510075,157137
epl_tracking_ch_10,25000,9024560075,25000,9024510075,25,holdout,9024535075,157138
epl_tracking_ch_10,24999,9024585074,25000,9024535075,25,holdout,9024560075,157139
epl_tracking_ch_10,25000,9024610074,24999,9024560075,25,holdout,9024585074,157140
epl_tracking_ch_10,25000,9024635074,25000,9024585074,25,holdout,9024610074,157141
epl_tracking_ch_10,25000,9024660074,25000,9024610074,25,holdout,9024635074,157142
epl_tracking_ch_10,25000,9024685074,25000,9024635074,25,holdout,9024660074,157143
epl_tracking_ch_10,25000,9024710074,25000,9024660074,25,holdout,9024685074,157144
epl_tracking_ch_10,25000,9024735074,25000,9024685074,25,holdout,9024710074,157145
epl_tracking_ch_10,25000,9024760074,25000,9024710074,25,holdout,9024735074,157146
epl_tracking_ch_10,25000,9024785074,25000,9024735074,25,holdout,9024760074,157147
epl_tracking_ch_10,25000,9024810074,25000,9024760074,25,holdout,9024785074,157148
epl_tracking_ch_10,25000,9024835074,25000,9024785074,25,holdout,9024810074,157149
epl_tracking_ch_10,25000,9024860074,25000,9024810074,25,holdout,9024835074,157150
epl_tracking_ch_10,25000,9024885074,25000,9024835074,25,holdout,9024860074,157151
epl_tracking_ch_10,25000,9024910074,25000,9024860074,25,holdout,9024885074,157152
epl_tracking_ch_10,25000,9024935074,25000,9024885074,25,holdout,9024910074,157153
epl_tracking_ch_10,25000,9024960074,25000,9024910074,25,holdout,9024935074,157154
epl_tracking_ch_10,24999,9024985073,25000,9024935074,25,holdout,9024960074,157155
epl_tracking_ch_10,25000,9025010073,24999,9024960074,25,holdout,9024985073,157156
epl_tracking_ch_10,25000,9025035073,25000,9024985073,25,holdout,9025010073,157157
epl_tracking_ch_10,25000,9025060073,25000,9025010073,25,holdout,9025035073,157158
epl_tracking_ch_10,25000,9025085073,25000,9025035073,25,holdout,9025060073,157159
epl_tracking_ch_10,25000,9025110073,25000,9025060073,25,holdout,9025085073,157160
